"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"GN4Y-1VP","Jeanne de La Clyte de Commines","Female","1453–16 Feb 1512",59,"+1453","43.25","0.75","Comminges, Midi-Pyrénées, França","+1512-02-16","52.5","5.75","Netherlands",1,0,1,1,2,0,2,3
"94T6-PT3","Nicolas de Sainte- Aldegonde","Male","about 1459–about 1510",51,"+1459","50.7505","2.2522","Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France","+1510","50.7505","2.2522","St Omer, Pas-de-Calais, Nord-Pas-de-Calais, France",0,0,0,0,2,1,1,2
"94T6-PTH","Honorine de Montmorency","Female","1471–7 août 1510",39,"+1471","46","2","France","+1510-08-07","50.7505","2.2522","Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France",0,0,0,0,2,2,1,2
"LYZB-ZT3","Baudouin Delannoy","Male","du 1434 au 1438–7 mai 1501",67,"+1434",NA,NA,NA,"+1501-05-07","44.8836","-0.6114","Bruges, Gironde, Nouvelle-Aquitaine, France",2,1,1,1,2,0,1,10
"G6QP-YKK","Michèle d’Esne de Cauroy","Female","07 Oct 1441–environ 22 avril 1511",69,"+1441-10-07","50.63718","3.06344","Lille, Nord, France","+1511-04-22",NA,NA,NA,0,0,0,0,2,0,1,10
"LYDK-LBB","Jean de Barbancon","Male","about 1465–27 Apr 1510",45,"+1465","46","2","France","+1510-04-27",NA,NA,NA,0,0,0,0,2,1,1,3
"27SY-82J","Gabrielle van Hénin-Liétard","Female","1465–",NA,"+1465","50.42049","2.94805","Hénin-Beaumont, Pas-de-Calais, France",NA,NA,NA,NA,0,0,0,0,2,6,1,3
"LDV4-CBG","Sir John Blair of that Ilk, 9th Lord of Blair","Male","1476–1548",72,"+1476","55.5","-4.5","Ayrshire, Scotland","+1548","55.5","-4.5","Ayrshire, Scotland",13,1,12,2,2,2,1,4
"L22D-2J6","Lady Elizabeth Montgomerie","Female","21 April 1482–12 February 1523",40,"+1482-04-21","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","+1523-02-12","55.63333","-4.68333","Eglinton, Ayrshire, Scotland",8,0,8,12,2,15,1,4
"GSRR-XGK","Sir John De Ross Of Halkhead, 2nd Lord De Ross","Male","1473–09 Sep 1513",40,"+1473","55.83333","-4.38333","Hawkhead, Renfrewshire, Kingdom of Scotland","+1513-09-09","55.6293","-2.1709","Flodden Field, Branxton, Northumberland, England",24,0,13,5,2,0,2,5
"L8B3-8SY","Christiane Edmonstone","Female","1471–May 1551",80,"+1471","56.1181","-3.9378","Duntreath Castle, Stirling, Stirlingshire, Scotland","+1551-05","55.669","-3.7837","Hawkhead, Lanarkshire, Scotland",2,0,2,10,2,8,2,6
"G29X-QNS","James Hamilton, Earl of Arran","Male","1475–1529",54,"+1475",NA,NA,NA,"+1529","56.0136","-3.6057","kinneil house, Bo'ness, West Lothian, Scotland",0,0,0,0,2,6,2,2
"GGPH-5K3","Lady Janet Bethune, Countess of Arran","Female","1486–1522",36,"+1486",NA,NA,NA,"+1522","56.37874","-3.08893","Creich, Fife, Scotland, United Kingdom",0,0,0,0,0,0,1,1
"LZ8W-WH5","Sir John Sempill 1st Lord Sempill","Male","3 October 1465–9 September 1513",47,"+1465-10-03","55.7945","-4.6323","Lochwinnoch, Renfrewshire, Scotland","+1513-09-09","55.6294","-2.1706","Branxton, Northumberland, England",7,0,7,7,2,3,2,7
"GG6G-1YN","Margaret Colville","Female","1457–MAY 1504",47,"+1457","55.45","-4.36667","Ochiltree, Ayrshire, Scotland","+1504-05","55.5","-4.5","Ayrshire, Scotland",0,0,0,0,1,0,1,1
"LVNM-Z8Y","Sir Hugh Montgomerie 1st Earl of Eglington - 3rd Earl of Montgomerie","Male","1460–3 September 1546",86,"+1460","55.65","-4.71667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","+1546-09-03","55.65","-4.71667","Eglinton Castle, Kilwinning, Ayrshire, Scotland",14,0,13,11,2,4,1,16
"LB39-554","Lady Helen Campbell","Female","21 June 1460–23 January 1528",67,"+1460-06-21","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","+1528-01-23","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland",10,0,12,6,2,12,2,21
"M4H5-L2T","Sir John Carlyle 1st Earl Of Torthorwald","Male","1446–October 1477",31,"+1446","55.08333","-3.51667","Torthorwald, Dumfries-Shire, Scotland","+1477-10","55.14783","-3.64282","Dumfries-Shire, Scotland",0,0,0,2,2,1,2,2
"GG88-5XD","Mrs John Carlyle","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"LVC7-R1J","John Maxwell - Master Of Maxwell","Male","1430–22 July 1484",54,"+1430","55.7685","-4.1578","Calderwood, Lanarkshire, Scotland","+1484-07-22","55.03333","-3.18333","Kirtle, Dumfriesshire, Scotland, United Kingdom",4,0,4,16,2,0,1,8
"LBD8-CL4","Janet Crichton","Female","1434–",NA,"+1434","55.92798","-3.59745","Linlithgowshire, Scotland",NA,"57.1037","-7.3346","East Kilbride, Inverness-shire, Scotland, United Kingdom",2,1,2,8,2,0,1,8
"GJBZ-DTM","Malcolm Crawford","Male","1461–7 May 1500",39,"+1461","55.75","-4.7","Kilburnie, Aryshire, Scotland, United Kingdom","+1500-05-07","55.75","-4.7","Kilbirnie, Ayrshire, Scotland, United Kingdom",0,0,0,0,2,8,1,4
"GJBW-RTD","Marion Crichton","Female","1464–1494",30,"+1464","55.35","-3.91667","Sanquhar, Dumfriesshire, Scotland","+1494","55.35","-3.91667","Sanquhar, Dumfries-shire, , Scotland",0,0,0,0,2,1,2,7
"LB16-YKJ","George Campbell","Male","about 1449–9 March 1491",42,"+1449","55.6","-4.4","Loudoun, Ayrshire, Scotland","+1491-03-09","55.5","-4.5","Tullibardine, Ayrshire, Scotland",4,1,6,6,2,4,2,5
"GM17-FTX","Katherine Kennedy Lady Montgomery","Female","1465–15 February 1533",68,"+1465","55.33333","-4.7","Cassillis House, Maybole, Aryshire, Scotland","+1533-02-15","55.9535","-3.1892","Edinburgh, Midlothian, Scotland",7,0,8,4,2,15,2,9
"G8HV-Q29","Sir John Wallace 13th of Riccarton","Male","3 June 1463–9 September 1513",50,"+1463-06-03","55.5931","-4.4994","Riccarton, Ayrshire, Scotland, United Kingdom","+1513-09-09","55.33405","-1.98349","Braxton, Northumberland, England",1,0,1,2,2,3,2,8
"GG26-S8H","Sibilla Elizabeth Cathcart","Female","about 1466–1507",41,"+1466","55.8174","-4.2626","Cathcart, Renfrewshire, Scotland","+1507",NA,NA,NA,0,0,0,0,2,0,1,1
"9QPS-JHF","Henry Thompson","Male","April 1425–1476",51,"+1425-04",NA,NA,NA,"+1476",NA,NA,NA,0,0,0,0,2,3,1,3
"9QPS-JCS","Margaret Gower","Female","ABT. 1425–",NA,"+1425",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,1,3
"99LT-LNP","Amhlaffe Awly O'Sullivan","Male","1375–1390",15,"+1375","52.09609","-9.60725","County Kerry, Ireland","+1390","52.5021","-3.2567","County Kerry, Ireland, United Kingdom",0,0,0,1,2,0,2,5
"MTR1-K8B","Mrs Ellen O'Sullivan More","Female","Abt 1372–",NA,"+1372","53","-8","Ireland",NA,NA,NA,NA,2,0,0,1,0,0,1,3
"LT84-6KD","Donal Glas MacCarthy Reagh 5th pince of carbery","Male","1340–1414",74,"+1340","51.6775","-8.68528","Kilbrittain Castle, County Cork, Ireland","+1414","52.2948","-9.6958","Tralee, Kerry, Ireland",1,0,1,0,2,0,1,5
"99QR-ZCM","Joanna Margaret Fitz Maurice","Female","1384–about 1418",34,"+1384","51.8983","-8.4729","Cork, Cork, Ireland","+1418","51.54932","-9.15282","Myross, Cork, Ireland",0,0,0,0,2,1,1,5
"L1FK-F1B","Teige MacCarthy 6th Lord of Muskerry","Male","–1461",NA,NA,NA,NA,NA,"+1461","51.8983","-8.4729","Cork, Cork, Ireland",0,0,0,3,2,3,1,5
"GX66-5NB","Catherine O'Brian","Female","about 1385–1428",43,"+1385","51.8983","-8.4729","Cork, Cork, Ireland","+1428","53","-8","Muscry, Ireland",0,0,0,0,0,0,1,5
"G2P3-W4L","John Fitzmaurice Fitzgerald 6th Earl of Kildare","Male","1385–17 October 1427",42,"+1385","53.35222","-6.52694","Castletown, County Kildare, Ireland","+1427-10-17","53.2295","-6.86331","County Kildare, Ireland",1,0,1,0,1,2,1,1
"G2P3-3XP","Margaret de la Herne","Female","about 1386–26 July 1439",53,"+1386","53.385","-6.59361","Maynooth, County Kildare, Ireland","+1439-07-26","51.99839","-2.02309","Tewkesbury, Gloucestershire, England",0,0,0,0,1,0,1,1
"GSG3-XFX","Sir Edward FitzEustace","Male","1381–25 October 1454",73,"+1381","53.13389","-6.75417","Castlemartin, County Kildare, Ireland","+1454-10-25","53.10319","-6.75346","Kilcullen, County Kildare, Ireland",0,0,0,2,2,2,2,7
"GWHK-ZHL","Maud Margaret D'Artois","Female","1380–1456",76,"+1380","53.3443","-6.2665","Baggotrath Castle, Dublin, Dublin, Leinster, Ireland","+1456","53.34289","-6.26743","Dublin, Dublin, Leinster, Ireland",0,0,0,0,2,0,1,2
"L1BP-DPV","Sir Jenico d'Artois The Younger","Male","about 1410–1489",79,"+1410","53.61622","-6.69111","County Meath, Ireland","+1489","52.57444","-7.55028","Baggotrath Castle, Dublin, Ireland",0,0,0,2,2,1,1,2
"L1BP-8MW","Jane Serjeant","Female","about 1410–",NA,"+1410","53.3744","-6.3584","Castleknock, County Dublin, Ireland",NA,NA,NA,NA,0,0,0,0,2,1,1,2
"G9JG-6VK","James Fitzjohn Barry","Male","1429–",NA,"+1429","51.51666","-9.18333","Barry Roe, Cork, Ireland",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"G9GC-QGM","Lady Joan FitzGerald Lady of Kilkenny 2nd Baroness of Barry Roe","Female","abt 1456–1517",61,"+1456","52.80222","-7.5925","Castletown, Kildrought, Kilkenny, Leinster, Ireland","+1517","51.51666","-9.18333","Barry Roe, Cork, Ireland",0,0,0,0,0,0,1,1
"GVWZ-R1B","Edmund Fitzmaurice","Male","1390–1498",108,"+1390","53","-8","Ireland","+1498","53","-8","Ireland",0,0,0,0,0,0,1,1
"GVW8-Q7N","More O'Conor","Female","1400–1460",60,"+1400","53","-8","Ireland","+1460","53","-8","Ireland",0,0,0,0,0,0,1,1
"LJL3-GY1","Sir Edmund Butler the MacRichard of Ossory, Knight of the Garter","Male","1420–13 June 1464",44,"+1420","52.4148","-7.1629","Knocktopher Castle, Ballytarsna, Polestown, County Kilkenny, Ireland","+1464-06-13","52.679","-7.814","Thurles, Thurles, County Tipperary, Ireland",3,1,4,19,2,7,1,15
"G4FJ-H1P","Lady Catherine Kavanaugh O'Carroll","Female","1415–15 April 1506",91,"+1415","52.87943","-8.99194","County Clare, Ireland","+1506-04-15","53.32528","-7.97944","Clonmacnoise, County Offaly, Ireland",1,0,1,8,2,0,1,15
"L1NT-R5R","Donald Reagh Kavanaugh","Male","1396–21 April 1476",80,"+1396","52.59198","-6.49802","Ferns, County Wexford, Ireland","+1476-04-21","52.654","-7.252","County Kilkenny, Ireland",3,0,3,2,2,0,1,2
"GNV6-S45","Catherine O'Nolan","Female","1410–1506",96,"+1410","53","-8","of , , Ireland","+1506",NA,NA,NA,0,0,0,0,0,0,1,2
"LZL1-7LR","Maurice Roche","Male","1440–1489",49,"+1440","52.135","-8.2871","Fermoy, Cork, Munster, Ireland","+1489",NA,NA,NA,1,0,1,0,2,10,1,2
"L1WP-FTF","Joan Fitzgerald","Female","about 1475–1540",65,"+1475","53","-8","Ireland","+1540","52.135","-8.2871","Fermoy, Cork, Ireland",1,0,1,2,2,0,1,2
"GVHD-JCP","King Tadg an Chomaid O'Brien","Male","1423–April 1466",43,"+1423","52.84361","-8.98639","Ennis, County Clare, Ireland","+1466-04","52.84361","-8.98639","Ennis, County Clare, Ireland",3,0,2,0,2,9,2,7
"GVWZ-RXK","Annabelle de Burke","Female","1430–1466",36,"+1430","53.25","-8.66666","Clanricarde, Galway, Ireland","+1466","53.27488","-9.06193","Galway, Ireland",1,0,1,1,2,0,1,7
"LDF2-QTX","Lord William Fleming ""Flandrensis""","Male","1409–1440",31,"+1409","53.8639","-6.7924","Newcastle, County Meath, Ireland","+1440","53.8639","-6.7924","Newcastle, County Meath, Ireland",0,0,0,0,2,2,1,2
"LCV2-SX6","Janetta Rochfort","Female","1412–1462",50,"+1412","53.8639","-6.7924","Newcastle, County Meath, Ireland","+1462","53.8639","-6.7924","Newcastle, County Meath, Ireland",0,0,0,0,2,2,1,2
"GNV6-Q9G","William Welles","Male","1410–29 March 1461",71,"+1410","53.15812","-0.23925","Welles, Lincolnshire, England","+1481-03-29","53.85","-1.26667","Towton, Yorkshire, England",1,0,1,2,2,4,1,9
"G9YN-Q4M","Anne Barnewall","Female","1415–1501",86,"+1415","53.5241","-6.4344","Crickstown, County Meath, Ireland","+1501","53.8639","-6.7924","Newcastle, County Meath, Ireland",1,0,1,2,2,4,2,10
"LV41-JHQ","Richard Dillon","Male","1400–1456",56,"+1400","53.66","-6.7994",", Meath, Leinster, Ireland","+1456","53.66","-6.7994",", Meath, Leinster, Ireland",1,0,1,1,2,7,1,6
"KLYH-S2Y","Jeane Wile","Female","Abt 1404–1460",56,"+1404","53.66","-6.7994",", Meath, Leinster, Ireland","+1460","53.66","-6.7994",", Meath, Leinster, Ireland",0,0,1,1,0,0,1,6
"LZKL-N7Q","Bartholomew Bathe II","Male","1419–1477",58,"+1419","53.66","-6.7994","Dullardstown, Meath, Leinster, Ireland","+1477","53.66","-6.7994","Dullardstown, Meath, Leinster, Ireland",0,0,0,3,2,0,1,2
"LDJG-4RV","Catherine Uriel","Female","about 1428–",NA,"+1428","53.66","-6.7994","Dullardstown, Meath, Leinster, Ireland",NA,"53.66","-6.7994","Dullardstown, Meath, Leinster, Ireland",0,0,1,1,1,0,1,2
"G4ZH-4VX","Robert Barnewall 1st Baron Trimlestown","Male","1424–1468",44,"+1424","53.5241","-6.4344","Crickstown, County Meath, Ireland","+1468","53.61622","-6.69111","County Meath, Ireland",0,0,0,0,2,4,1,2
"LHKM-26Y","Elisabeth Brune","Female","1428–",NA,"+1428","53.3133","-6.3237","Roebuck, Dublin, Ireland",NA,NA,NA,NA,0,0,0,1,2,0,2,3
"LZJQ-GQL","Christopher Preston 3rd Baron Gormanston","Male","1385–about 1441",56,"+1385","53.64056","-6.23778","Gormanston Castle, Meath, Ireland","+1441","53.21666","-6.66666","Naas, County Kildare, Ireland",1,0,1,4,2,4,1,3
"GCGP-FMK","Jane D'Artois","Female","about 1405–after 1441",37,"+1405","53.64056","-6.23778","Gormanston, Meath, Ireland","+1441",NA,NA,NA,0,0,0,1,2,1,2,3
"LR37-QT5","Richard Molyneux","Male","5 October 1396–23 September 1459",62,"+1396-10-05","53.5015","-3.0057","Sefton, Lancashire, England","+1459-09-23","52.77951","-1.91711","Staffordshire, England",1,0,1,15,2,8,2,13
"21JJ-XXJ","Joan Haydock","Female","1397–17 Jan 1440",43,"+1397","53.6466","-2.7258","Eccleston, Lancashire, England","+1440-01-17","53.4497","-2.8831","Croxteth, Lancashire, England",2,0,2,10,2,2,2,12
"LVC3-NHK","Robert John Burnell","Male","1422–",NA,"+1422","53.4077","-6.1795","Balgriffin, County Dublin, Ireland",NA,"53.4077","-6.1795","Balgriffin, County Dublin, Ireland",0,0,0,0,0,0,1,1
"GKYN-H3K","Mrs. Robert Burnell","Female","1425–",NA,"+1425","53.4077","-6.1795","Balgriffin, County Dublin, Ireland",NA,"53.40884","-6.17942","Balgriffin, Dublin North, County Dublin, Ireland",0,0,0,0,0,0,1,1
"LHJP-NP4","Robert Holywood","Male","Abt 1418–",NA,"+1418","53.3825","-6.2025","Artane, County Dublin, Ireland",NA,"53.3825","-6.2025","Artane, County Dublin, Ireland",1,1,0,0,2,0,1,4
"973X-7DK","Elizabeth Isabel Plunkett","Female","about 1418–",NA,"+1418","53.6483","-6.8632","Rathmore, County Meath, Ireland",NA,"53","-8",",Plattyn,Meath,Ireland",0,0,0,1,2,12,2,4
"GZVW-3CG","Sir John Zouche","Male","about 1404–",NA,"+1404","52.35","-0.85","Northamptonshire, England",NA,NA,NA,NA,1,1,0,0,2,3,2,1
"GK31-YF9","Elizabeth Grey","Female","abt 1415–",NA,"+1415",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"LHDY-CXN","Gerald FitzMaurice FitzGerald 3rd Earl of Desmond","Male","20 April 1344–30 July 1397",53,"+1344-04-20","52.55","-9.11667","Shanid Castle, County Limerick, Ireland","+1397-07-30","52.09609","-9.60725","County Kerry, Ireland",3,1,2,5,2,2,1,8
"GK3G-Y1T","Eleanor Boteler Countess of Desmond","Female","1350–1392",42,"+1350","52.654","-7.252","County Kilkenny, Ireland","+1392","52.68142","-7.80356","Thurles, County Tipperary, Ireland",2,1,1,4,2,8,2,8
"GX1T-D11","Lord Ulick An Fhiona de Burke 3rd Of Clanricarde","Male","1364–1424",60,"+1364","53.25","-8.66666","Clanricarde, Galway, Ireland","+1424",NA,NA,NA,2,0,2,0,2,3,2,3
"GD7C-W8D","Agnes Beauchamp","Female","1370–1396",26,"+1370","52.282","-1.585","Warwick, Warwickshire, England","+1396","52.26666","-7.1","Waterford, County Waterford, Ireland",0,0,0,0,2,0,1,1
"G6JS-J4G","John De Barry 7th Baron","Male","1365–1420",55,"+1365","51.8983","-8.4729","Barrymore Castle, Cork, Cork, Ireland","+1420","51.8983","-8.4729","Cork, Cork, Munster, Ireland",0,0,0,4,2,0,1,7
"G6J9-G7S","Ellice FitzMaurice 7th Baroness of Barrymore","Female","1367–1406",39,"+1367","52.09609","-9.60725","Desmond, Kerry, Ireland","+1406","53","-8","Ireland",0,0,0,0,2,7,1,7
"LL43-HYH","Maurice FitzJohn de la Roche","Male","1375–1439",64,"+1375","52.135","-8.2871","Fermoy, Cork, Munster, Ireland","+1439","52.135","-8.2871","Fermoy, Cork, Munster, Ireland",0,0,0,0,2,0,1,2
"M52Y-4PT","Amy FitzMaurice","Female","1377–",NA,"+1377","52.2242","-9.4225","Desmond, Kerry, Munster, Ireland",NA,"53","-8","Ireland",0,0,0,0,0,0,2,8
"LKDY-WT2","Brian Dubh macConchobaig O'Brien","Male","1389–",NA,"+1389","53.20056","-6.70861","Connaught Bridge, County Kildare, Ireland",NA,NA,NA,NA,0,0,0,0,1,0,1,1
"LKXD-BGQ","Mrs. Margaret Brian Dubh O'Kennedy","Female","1394–",NA,"+1394","53.20056","-6.70861","Connaught Bridge, Kildare, Leinster, Ireland",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"LLQW-ZL5","William Perry II","Male","about 1442–1490",48,"+1442","50.83298","-3.03346","Membury, Devon, England","+1490","50.3221","-4.0758","Wembury Parish, Devon, England",2,0,2,1,2,0,1,2
