"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"MZLW-B6H",NA,"Henry Rice","1620 - 1711",NA,90,"UK:Great Britain",10,9
"LYM9-4DT",NA,"Elizabeth Moore","1628 - 1705",NA,77,"UK:Great Britain",10,11
"LW7N-TGB",NA,"Thomas Flegg","Unknown - 1698",NA,76,"UK:Great Britain",12,3
"MKGN-36F",NA,"Mrs. Mary Flegg","1619 - 1702",NA,84,"UK:Great Britain",12,0
"2RBD-PSM",NA,"Richard Childe","1631 - 1694",NA,63,"UK:Great Britain",14,15
"LBBQ-GFK",NA,"Mehitabel Dimmock","1642 - 1676",NA,34,"USA",8,6
"LCBW-SWD",NA,"Thomas Drury","1668 - 1723",NA,55,"USA",9,3
"KNCK-1CY",NA,"Rachel Rice","1664 - 1730",NA,66,"USA",9,9
"LHLH-MXK",NA,"John Eames","1642 - 1733",NA,91,"USA",12,3
"L6W5-C7D",NA,"Elizabeth Eames","1659 - 1727",NA,68,"USA",7,8
"LZLZ-84K",NA,"Thomas Gleason","1637 - 1705",NA,68,"UK:Great Britain",7,11
"MMDM-J2Q",NA,"Sarah Gleason","1636 - 1703",NA,67,"UK:Great Britain",7,0
"LZCP-LLD",NA,"Isaac Learned II","1655 - 1737",NA,81,"USA",11,6
"LZLD-3L6",NA,"Sarah Bigelow","1659 - 1743",NA,83,"USA",11,13
"LTYS-JQZ",NA,"William Clark Jr.","1656 - 1725",NA,68,"USA",14,10
"93FD-XVJ",NA,"Hannah Strong","1659 - 1694",NA,34,"USA",7,15
"GKV2-DZB",NA,"Thomas Root","1667 - 1758",NA,90,"USA",9,6
"LTBT-WT8",NA,"Sarah Clark","1667 - 1711",NA,44,"USA",9,13
"L78G-KDF",NA,"Benjamin Carpenter","1663 - 1738",NA,74,"USA",11,4
"KNCK-546",NA,"Hannah Strong","1670 - 1762",NA,92,"USA",11,14
"L1WP-HSH",NA,"Lieutenant James Brown Jr.","1655 - 1718",NA,63,"USA",12,9
"LDYR-KNY",NA,"Margaret Denison","1657 - 1741",NA,83,NA,12,10
"L5NP-CRX",NA,"Samuel Wright","1674 - 1734",NA,59,"USA",10,12
"LHTJ-MDY",NA,"Rebeckah Sykes","1678 - 1760",NA,82,"USA",11,9
"LZLW-TV9",NA,"Samuel Guild","1677 - 1750",NA,72,"USA",9,9
"LZLS-915",NA,"Sarah Hartshorn","1678 - 1750",NA,72,"USA",9,11
"9W1T-VGG",NA,"Thomas Washburn","1648 - Unknown",NA,84,"USA",16,10
"LZFW-HTM",NA,"Deliverance Packard","1652 - Unknown",NA,56,"USA",16,14
"L4T9-F8C",NA,"Thomas Root Sr.","1605 - 1694",NA,89,"UK:Great Britain",7,3
"GL9T-L6M",NA,"Elizabeth Gale","1618 - 1691",NA,73,"UK:Great Britain",1,0
"LZ84-61C",NA,"Edmund Haynes","1620 - 1646",NA,26,"UK:Great Britain",4,1
"GDH2-HG8",NA,"Hannah Lambe","1622 - Unknown",NA,NA,"USA",4,0
"LTFV-PRT","Q15990355","Reverend Ralph Wheelock","1600 - 1684","https://en.wikipedia.org/wiki/Ralph_Wheelock",83,"UK:Great Britain",23,13
"LDSY-R1V",NA,"Rebecca Clarke","1610 - 1680",NA,69,"UK:Great Britain",12,5
"MJQ5-7SH",NA,"John Stodder","1598 - 1661",NA,63,"UK:Great Britain",10,0
"LZ9S-3KP","Q5339774","Deacon Edmund Rice","1594 - 1663","https://en.wikipedia.org/wiki/Edmund_Rice_(colonist)",69,"UK:Great Britain",12,0
"LZFT-D24",NA,"Thomasine Frost","1600 - 1654",NA,53,NA,10,12
"K6WV-NKD",NA,"John Joseph Moore Jr.","1609 - 1673",NA,63,"UK:Great Britain",15,0
"9CJF-L66",NA,"Elizabeth Rice","1612 - 1690",NA,78,"UK:Great Britain",12,5
"LZP6-W38",NA,"Allen Flegg","1575 - Unknown",NA,56,"UK:Great Britain",4,1
"LVS9-BJ8",NA,"Nazareth Devoroys","Unknown - Unknown",NA,NA,"UK:Great Britain",4,10
"L6TT-WBN",NA,"Nathaniel Childe","1591 - 1647",NA,56,"UK:Great Britain",16,6
"MPPB-LWF",NA,"Isabell Treadway","1591 - 1649",NA,58,"UK:Great Britain",16,6
"KN3G-PSQ","Q116468428","Rev. Thomas Dimmock","1604 - 1658",NA,53,"UK:Great Britain",7,2
"GZLG-8GW",NA,"Ann","1619 - 1687",NA,67,"UK:Great Britain",7,0
"MKWG-J2F",NA,"Lt. John Drury","1646 - 1678",NA,32,"USA",6,0
"LBQW-XXK",NA,"Mary Weare","1645 - 1675",NA,30,"USA",4,6
"G9QC-F47",NA,"Thomas Eames","1618 - 1680",NA,62,"UK:Great Britain",12,2
"LZ89-W28",NA,"Margaret Dean","1622 - 1660",NA,37,"USA",4,4
"LH5N-BRF",NA,"Robert Eames","1629 - 1712",NA,83,"UK:Great Britain",9,9
"KL75-5CP",NA,"Elizabeth Andrews","1632 - 1710",NA,78,"USA",9,0
"8B91-NBN",NA,"Thomas Gleason III","1609 - 1686",NA,77,"UK:Great Britain",12,4
"LZDT-N1G",NA,"Susanna Page","1622 - 1691",NA,69,"UK:Great Britain",12,23
"LTCR-BY2",NA,"Isaac Learned I","1623 - 1657",NA,34,"UK:Great Britain",7,6
"LZ8Z-GYN",NA,"Mary Stearns","1626 - 1664",NA,38,"UK:Great Britain",7,12
"LBS5-2CC","Q96198970","John Bigelow","1616 - 1703",NA,87,"UK:Great Britain",14,9
"LYHY-3GT",NA,"Mary Warren","1624 - 1691",NA,67,"UK:Great Britain",14,13
"LCZT-48G",NA,"Lieutenant William Clarke","1609 - 1690",NA,81,"UK:Great Britain",13,0
"LZVT-QKT",NA,"Sarah Strong","Unknown - 1675",NA,62,"UK:Great Britain",11,9
"LHN6-VQW","Q16211658","Elder John Strong","1605 - 1699","https://en.wikipedia.org/wiki/John_Strong_(colonist)",93,"UK:Great Britain",18,1
"971N-SXM",NA,"Abigail Ford","Unknown - 1688",NA,68,"UK:Great Britain",16,4
"L5TM-1N5",NA,"John Clarke","1630 - 1712",NA,82,"USA",14,0
"9C7P-8NG",NA,"Rebecca Marvin","1639 - 1712",NA,72,"USA",14,6
"9SQ5-XQ1",NA,"Dea. William Carpenter","1631 - 1702",NA,70,"UK:Great Britain",17,7
"KN7W-Y15",NA,"Priscilla Bennett","1631 - 1663",NA,32,"UK:Great Britain",5,8
"M5S3-Y2Z","Q96209376","Jedediah Strong","1637 - 1733",NA,96,"USA",16,15
"9HWJ-D1G","Q96209377","Freedom Woodward","1642 - 1681",NA,38,"USA",15,3
"M4DW-72G",NA,"James Brown","1623 - 1710",NA,87,"UK:Great Britain",10,2
"M4DW-SSC",NA,"Lydia Howland","1633 - 1711",NA,77,"USA",10,9
"M2G2-MGP","Q96213552","George Denison","Unknown - 1694",NA,73,NA,13,6
"LBHH-QFJ",NA,"Ann Borodell","1615 - 1712",NA,97,"Ireland",11,1
"LCXM-SS5",NA,"James Wright","Unknown - 1689",NA,50,NA,13,9
"LQRJ-TB2",NA,"Abigail Jesse","1645 - 1707",NA,62,"USA",13,0
"LTGL-7MW",NA,"Increase Sikes I","1644 - 1712",NA,67,"USA",10,5
"99KF-WR6",NA,"Abigail Fowler","1646 - 1733",NA,87,"USA",10,9
"9C3Q-FTP",NA,"Samuel Guild","1647 - 1730",NA,82,"USA",10,6
"9VW1-RM4",NA,"Mary Woodcock","1654 - 1701",NA,47,"USA",10,8
"LZDQ-5BJ",NA,"Joseph Hartshorn","1652 - 1727",NA,75,"USA",12,7
"LV6C-KW9",NA,"Sarah Burt","1655 - 1727",NA,71,"USA",12,5
"LJRY-LG7",NA,"John Washburn Jr.","Unknown - 1686",NA,65,"UK:Great Britain",11,3
"9SWX-LGC",NA,"Elizabeth Mitchell","1628 - 1684",NA,56,"USA",11,2
"9CSG-XNJ",NA,"Samuel Packard","Unknown - 1684",NA,72,"UK:Great Britain",15,8
"9CSG-DS7",NA,"Elizabeth Stream","1614 - 1694",NA,80,"UK:Great Britain",15,0
"LCFK-X4R",NA,"Edward Frost","Unknown - 1616",NA,56,"UK:Great Britain",13,13
"LCFK-CMR",NA,"Thomasine Belgrave","1560 - 1616",NA,56,"UK:Great Britain",13,12
"LHG9-NRH",NA,"John Root I","Unknown - 1615",NA,45,NA,4,13
"9F94-ZLW",NA,"Ann Rushall","1579 - 1614",NA,35,"UK:Great Britain",4,1
"MNM3-CJP",NA,"Thomas Haynes","Unknown - Unknown",NA,NA,NA,2,5
"G2R6-QL8",NA,"Agnes Browne","1582 - 1620",NA,39,NA,3,2
"LZK8-1X7","Q6240151","John Howland","1599 - 1673","https://en.wikipedia.org/wiki/John_Howland",74,"UK:Great Britain",10,6
"LZ8B-H42","Q16863806","Elizabeth Tilley","Unknown - 1687","https://en.wikipedia.org/wiki/Elizabeth_Tilley",80,"UK:Great Britain",10,4
"MQ23-W7W",NA,"William Learned","1590 - 1646",NA,56,"UK:Great Britain",8,7
"LYLK-H5M",NA,"Goodith Gillman","1585 - 1661",NA,76,"UK:Great Britain",7,0
"L4MP-K3N",NA,"Joseph John Wheelock","1563 - 1639",NA,75,"UK:Great Britain",14,7
"LTZJ-7J6",NA,"Elizabeth Rogers","1575 - 1676",NA,101,"UK:Great Britain",14,3
"LCZB-8FW",NA,"Thomas Clarke Sr.","1567 - 1638",NA,71,"UK:Great Britain",6,11
"GH16-P4B",NA,"Mary Canne","1575 - 1642",NA,67,"UK:Great Britain",6,4
"LZDF-G3J",NA,"George Anthony Stoddard","1578 - 1626",NA,48,"UK:Great Britain",5,4
"KCD2-DND",NA,"Margaret Welles","1579 - 1661",NA,83,"UK:Great Britain",1,18
"LYSM-2T3",NA,"Joseph Morse","1576 - Unknown",NA,69,"UK:Great Britain",4,2
"27BK-MZJ",NA,"Dorothy Barber","1577 - 1671",NA,94,"UK:Great Britain",1,2
"LCY7-Y2Z",NA,"Henry Rice","Unknown - 1621",NA,38,NA,6,4
"KNQF-8V1",NA,"Elizabeth Frost","Unknown - 1647",NA,59,NA,12,12
"LT9H-QRT",NA,"John Flegg","1534 - Unknown",NA,NA,"UK:Great Britain",3,5
"LCZ3-H2C",NA,"Mrs. Elizabeth Flegg","1534 - Unknown",NA,NA,"UK:Great Britain",2,0
"MPBK-XX9",NA,"Edmund Devoroys","Unknown - Unknown",NA,NA,NA,11,5
"LHQD-XD7",NA,"Ursula Pitcher","Unknown - 1631",NA,71,NA,11,4
"G77Z-Z46",NA,"Wolstone Childe","1569 - 1602",NA,32,"UK:Great Britain",7,5
"LV63-8N9",NA,"Ellen Empson","1570 - 1616",NA,46,"UK:Great Britain",8,12
"K88G-6GF",NA,"John Treadway","Unknown - 1610",NA,NA,"UK:Great Britain",8,0
"GMV4-9QX",NA,"Isabell Hill","1570 - Unknown",NA,NA,NA,7,0
"M7Z9-H3L",NA,"Edward Humphrey Dimmock","1587 - 1638",NA,51,"UK:Great Britain",11,0
"G6D3-W6M",NA,"Margaret Endersby","1589 - 1604",NA,14,"UK:Great Britain",3,0
"9NNL-94G",NA,"Hugh Drury","1616 - 1689",NA,73,"UK:Great Britain",2,0
"LDHH-1SZ",NA,"Lydia Rice","Unknown - 1675",NA,48,"UK:Great Britain",1,9
"LZV3-B9C",NA,"Peter Weare","1618 - 1691",NA,72,"UK:Great Britain",17,4
"LRWG-MD2",NA,"Ruth Gooch","1627 - 1664",NA,37,"UK:Great Britain",8,8
"L51L-WWQ",NA,"John Eames","1586 - 1662",NA,76,"UK:Great Britain",7,12
"4D7S-72R",NA,"Lucy Seager","1604 - 1665",NA,61,"UK:Great Britain",3,0
"L1NV-S4M",NA,"John Dean","1596 - 1643",NA,47,"UK:Great Britain",5,4
"LZJN-8F7",NA,"Susanna Fuller","1605 - 1669",NA,64,"UK:Great Britain",6,11
"LRRM-MF4","Q96209726","Captain Anthony Eames","1595 - 1686",NA,91,"UK:Great Britain",10,12
"MKV7-QJ1",NA,"Margery","1599 - Unknown",NA,NA,"UK:Great Britain",10,0
"GK1N-WW5",NA,"Mr Andrews","1600 - Unknown",NA,NA,"UK:Great Britain",1,0
"GNB2-F6H",NA,"Sarah Adams","1602 - 1697",NA,95,"UK:Great Britain",1,0
"LKRH-HZ5",NA,"Thomas Gleason II","1572 - 1609",NA,36,"UK:Great Britain",16,7
"L6ZH-47V",NA,"Ann Armesby","1572 - 1624",NA,51,"UK:Great Britain",7,8
"KC9F-29S",NA,"Thomas Page","1593 - 1637",NA,44,"UK:Great Britain",25,2
"GC29-LF2",NA,"Susanna Payne","1584 - 1631",NA,47,"UK:Great Britain",24,14
"MYZN-R1Y",NA,"Isaac Stearns","1597 - 1671",NA,74,"UK:Great Britain",13,13
"MS9C-CZG",NA,"Mary Barker","1604 - 1677",NA,73,"UK:Great Britain",13,8
"9QND-1VJ",NA,"Robert Baguley","1578 - Unknown",NA,48,"UK:Great Britain",10,3
"LT4C-N8Z",NA,"Jane Wrentham Cummings","1582 - 1626",NA,44,"UK:Great Britain",10,0
"LRBW-S1K",NA,"John Warren III","1585 - 1667",NA,82,NA,14,19
"9QCV-71Q",NA,"Margaret Abbott","1592 - 1662",NA,70,"UK:Great Britain",14,4
"9X7X-T83",NA,"Thomas Strong","1579 - 1663",NA,84,"UK:Great Britain",10,4
"KXJX-QNL",NA,"Joanna Bagge","1581 - 1657",NA,76,"UK:Great Britain",10,1
"94RB-17S",NA,"John Strong","1585 - 1613",NA,28,"UK:Great Britain",2,4
"M4MX-3Q3",NA,"Mrs. John Strong","1586 - 1654",NA,68,"UK:Great Britain",2,0
"LZV6-VDJ","Q96215654","Thomas Ford","1591 - 1676",NA,85,"UK:Great Britain",6,0
"9DTT-B4C",NA,"Elizabeth Charde","1591 - 1643",NA,52,"UK:Great Britain",7,0
"9WFC-R9G",NA,"Matthew Marvin","Unknown - 1678",NA,78,"UK:Great Britain",9,10
"LH7F-3VF",NA,"Elizabeth","1604 - 1640",NA,43,"UK:Great Britain",7,0
"M2HJ-YXC",NA,"William Carpenter","1605 - 1659",NA,54,"UK:Great Britain",8,0
"LRD7-6PR",NA,"Abigail Briant","1604 - 1687",NA,82,"UK:Great Britain",8,3
"9VZ4-58K",NA,"Edward Bennett","1594 - 1645",NA,51,"UK:Great Britain",9,0
"LBHP-3XP",NA,"Elizabeth Alice Eginton","1604 - 1674",NA,70,"UK:Great Britain",9,0
"MHF1-GJM","Q96241507","Dr. Henry Woodward","1610 - 1683",NA,73,"UK:Great Britain",4,0
"LCXD-W4Q",NA,"Elizabeth Mather","1615 - 1690",NA,75,"UK:Great Britain",4,6
"9SN8-G9S",NA,"John Abram Brown","1576 - 1662",NA,85,"UK:Great Britain",4,2
"9SN8-GS9",NA,"Dorothy Unknown","1584 - 1674",NA,90,"UK:Great Britain",3,0
"KNQC-TPX",NA,"William Denison","Unknown - 1654",NA,81,NA,7,8
"MHQD-CG2",NA,"Margaret Chandler","Unknown - 1645",NA,67,NA,9,10
"GG3P-VD8",NA,"Sir John Borodell ""Knight""","1585 - 1643",NA,58,"Ireland",2,0
"GG3P-ZWY",NA,"Anne ""Helen"" Broughton","1593 - 1615",NA,22,"Ireland",2,4
"LVJ4-2JN",NA,"Samuel Wright","1595 - 1665",NA,70,"UK:Great Britain",10,0
"M48V-B4S",NA,"Margaret","1600 - 1681",NA,81,"UK:Great Britain",10,0
"MRWG-2HW",NA,"William Jesse","1619 - 1645",NA,26,"UK:Great Britain",1,0
"LBXK-G95",NA,"Susanna","1622 - 1655",NA,32,"UK:Great Britain",5,0
"L6J8-K1B",NA,"Richard Sikes","1610 - 1676",NA,66,"UK:Great Britain",6,0
"LCXQ-1TC",NA,"Phebe","1610 - 1687",NA,77,"UK:Great Britain",6,0
"LTZ3-QBX",NA,"Ambrose Fowler Sr.","1625 - 1704",NA,79,"UK:Great Britain",10,7
"MMBF-6QD",NA,"Joane Alford","1622 - 1684",NA,61,"UK:Great Britain",10,4
"LCJV-PJV",NA,"John Guild","1616 - 1682",NA,66,"UK:Great Britain",7,2
"LZV3-Y1Q",NA,"Elizabeth Crooke","1618 - 1669",NA,51,"UK:Great Britain",7,9
"L8MR-JWC",NA,"John Samuel WOODCOCK","1627 - 1701",NA,74,"UK:Great Britain",14,11
"LCTG-GDK",NA,"Sarah Curtis","Unknown - 1676",NA,48,NA,9,0
"LK6S-1R5",NA,"Thomas Hartshorne","1614 - 1683",NA,69,"UK:Great Britain",9,1
"LRC9-346",NA,"Susanna Buck","1622 - 1659",NA,36,"UK:Great Britain",8,1
"L6TB-GCZ",NA,"James Burt","1622 - 1680",NA,58,"UK:Great Britain",7,4
"GLSZ-31Y",NA,"Anna Lewis","1622 - 1665",NA,43,"USA",7,0
"LJYB-KZZ",NA,"John Washborn Sr","1597 - Unknown",NA,73,"UK:Great Britain",4,4
"LJRY-1TW",NA,"Margaret Moore","1586 - 1662",NA,76,"UK:Great Britain",4,3
"L5FQ-8ND",NA,"Experience Mitchell","1603 - Unknown",NA,86,"Netherlands",8,8
"K1D9-YFQ",NA,"Jane Cooke","1604 - Unknown",NA,35,"Netherlands",3,6
"LJ59-498",NA,"George Packard","1575 - 1623",NA,48,"UK:Great Britain",9,8
"KNZC-HSP",NA,"Mary Wyther","1574 - 1652",NA,78,"UK:Great Britain",9,2
"LZ2F-MM7",NA,"Francis Cooke","1583 - 1663",NA,80,"UK:Great Britain",7,0
"LHVB-P72",NA,"Hester Mahieu","1585 - 1666",NA,90,"UK:Great Britain",7,4
"M11G-B89",NA,"Henry Howland Of Fenstanton","1564 - 1635",NA,71,"UK:Great Britain",7,0
"9336-4BD",NA,"Margaret","1567 - 1629",NA,62,"UK:Great Britain",7,0
"LZ2D-JXC",NA,"John Frost","1540 - 1609",NA,69,"UK:Great Britain",14,8
"M5WW-CCW",NA,"Ann Scott","1538 - Unknown",NA,50,"UK:Great Britain",14,11
"9C87-HZ1",NA,"John Belgrave","1535 - 1591",NA,56,"UK:Great Britain",17,7
"LTBF-YTW",NA,"Joanna Strutt","1541 - 1577",NA,36,"UK:Great Britain",13,4
"LZV8-SDF",NA,"Thomas Root","1555 - 1609",NA,54,"UK:Great Britain",16,0
"L847-KY2",NA,"Ann Burrell","1555 - 1610",NA,55,"UK:Great Britain",14,0
"MTX1-RRL",NA,"Henry Rushall","1551 - 1616",NA,65,"UK:Great Britain",2,0
"MW5T-461",NA,"Winifred Balle","1550 - Unknown",NA,70,"UK:Great Britain",2,0
"MFTN-JND",NA,"John Hay","Unknown - Unknown",NA,NA,NA,6,2
"L61T-V7C",NA,"MRS John Hay","1554 - Unknown",NA,NA,"UK:Great Britain",6,0
"G3KD-1C9",NA,"Nicholas Browne","1490 - 1554",NA,64,"UK:Great Britain",3,0
"G3KD-RXH",NA,"Agnes Baell","Unknown - Unknown",NA,NA,"UK:Great Britain",3,0
"L71L-S22","Q6260854","John Tilley","1571 - 1621","https://en.wikipedia.org/wiki/John_Tilley_(Mayflower_passenger)",49,"UK:Great Britain",5,7
"L6LP-Q85","Q84285434","Joan Hurst","Unknown - 1621",NA,53,"UK:Great Britain",6,4
"9449-3PW",NA,"Sampson Learned","1550 - Unknown",NA,83,"UK:Great Britain",8,4
"MM4L-NCY",NA,"Eleanor Creswell","1559 - 1620",NA,61,"UK:Great Britain",8,0
"LW19-443",NA,"Humphrey Wheelock","1513 - 1595",NA,82,"UK:Great Britain",8,1
"LHJY-LNN",NA,"Margaret Winter","1535 - 1595",NA,60,"UK:Great Britain",8,0
"K4R3-2TV",NA,"Roger Rogers","1546 - Unknown",NA,NA,"UK:Great Britain",4,0
"GMYT-CCW",NA,"Anna Tilsley","1550 - 1579",NA,29,"UK:Great Britain",4,0
"LC89-MTN",NA,"Rowland Clarke","1525 - 1580",NA,55,"UK:Great Britain",12,4
"LC89-QJ5",NA,"Margaret Martha Micklewood","1531 - 1593",NA,62,"UK:Great Britain",12,2
"LHWJ-S82",NA,"Thomas Canne","1550 - 1597",NA,47,"UK:Great Britain",5,1
"G4BQ-YRW",NA,"Rebecca Plowman","1560 - Unknown",NA,NA,"UK:Great Britain",5,0
"G93H-PC2",NA,"Martyn Stoddard","1551 - 1583",NA,32,"UK:Great Britain",6,1
"G4ZM-CH8",NA,"Isabel Eden","1553 - 1582",NA,29,"UK:Great Britain",5,0
"LKNH-8XM",NA,"Henry St John","1545 - 1598",NA,53,"UK:Great Britain",19,3
"2MRV-CD1",NA,"Jane Neale","1549 - 1618",NA,69,"UK:Great Britain",25,10
"KF5J-6H8",NA,"Richard Morse","1553 - 1603",NA,49,"UK:Great Britain",4,5
"LCX4-Y55",NA,"Joan Downes","1553 - Unknown",NA,32,"UK:Great Britain",3,2
"MQDN-WV7",NA,"Thomas Barber","1549 - Unknown",NA,42,"UK:Great Britain",3,0
"KP91-722",NA,"Eleanor","1549 - 1620",NA,71,"UK:Great Britain",3,0
"G82P-S5B",NA,"Henry Rice","1564 - Unknown",NA,57,"UK:Great Britain",5,5
"KNQF-8F6",NA,"Margaret Baker","1562 - Unknown",NA,48,"UK:Great Britain",5,5
"LW65-NJQ",NA,"Richard Flegg","1500 - Unknown",NA,50,"UK:Great Britain",6,3
"LYM4-W5Q",NA,"Margaret","1505 - 1558",NA,53,"UK:Great Britain",6,0
"G2KS-ZJN",NA,"John Devoroys","1523 - Unknown",NA,NA,"UK:Great Britain",6,0
"G2KS-HDZ",NA,"Mrs. Elizabeth Devoroys","1527 - Unknown",NA,NA,"UK:Great Britain",6,0
"LQRQ-VS2",NA,"Edmund Pitcher","1525 - 1583",NA,58,"UK:Great Britain",5,0
"KCF6-RWH",NA,"Mrs Christiana Pitcher","1542 - 1592",NA,50,"UK:Great Britain",5,0
"LDTQ-NVL",NA,"David Childe","1540 - 1609",NA,69,"UK:Great Britain",6,8
"L4W1-2BX",NA,"Letitia Randall","1541 - 1591",NA,50,"UK:Great Britain",6,10
"LVG8-7RR",NA,"Thomas Empson","Unknown - 1595",NA,54,NA,13,2
"LVYF-8JJ",NA,"Amy Amptyll","1548 - 1611",NA,63,"UK:Great Britain",13,0
"K4RR-GFC",NA,"Robert Treadway","1555 - Unknown",NA,NA,"UK:Great Britain",1,7
"LJ18-RRZ",NA,"Margaret Fisher","1562 - 1637",NA,75,"UK:Great Britain",1,7
"LZKY-JMS",NA,"Arthur Dimmock","1539 - 1589",NA,50,"UK:Great Britain",3,16
"LRT1-1V1",NA,"Thomas Kynaston or Knutson","1547 - Unknown",NA,NA,"UK:Great Britain",1,11
"MMZ9-VLT",NA,"Margeriae","1553 - 1635",NA,82,"UK:Great Britain",3,0
"MGWC-HK5",NA,"Sir Obedia ""Obed"" Drury","1580 - 1649",NA,68,NA,1,7
"LVBJ-CDH",NA,"Olivia Rice","1592 - 1676",NA,84,"UK:Great Britain",4,0
"LZLK-RFY",NA,"Peter Weare","1583 - 1653",NA,70,"UK:Great Britain",8,0
"G21L-PJG",NA,"Sarah","1580 - 1653",NA,73,"UK:Great Britain",5,0
"L6WR-V29",NA,"John Gooch","1600 - 1667",NA,67,"UK:Great Britain",11,0
"LRWG-3ZW",NA,"Ruth Hammond","1605 - 1673",NA,68,"UK:Great Britain",9,1
"LTXR-N8R",NA,"Thomas Eames","1548 - 1618",NA,70,"UK:Great Britain",13,0
"LZLZ-MH7",NA,"Millicent","1552 - Unknown",NA,62,NA,13,0
"GQH2-DHB",NA,"Richard Seager","1560 - 1625",NA,65,"UK:Great Britain",1,0
"G2HN-SV8",NA,"Mrs Richard Seager","1580 - Unknown",NA,NA,"UK:Great Britain",1,0
"KJP8-LR3",NA,"John Deane","1570 - 1643",NA,73,"UK:Great Britain",5,0
"L152-KK3",NA,"Joan Fuller","1574 - 1670",NA,96,"UK:Great Britain",5,0
"KF29-XM2",NA,"Roger Fuller","1572 - 1638",NA,66,"UK:Great Britain",14,1
"9M25-GJX",NA,"Jane Gowan","1579 - 1638",NA,59,"UK:Great Britain",12,5
"M8YJ-RXN",NA,"Thomas Gleason Jr.","1547 - 1614",NA,67,"UK:Great Britain",8,2
"LBCG-RYC",NA,"Jane Lowe","1552 - 1614",NA,62,"UK:Great Britain",10,0
"L6ZX-PJH",NA,"John Armesby","1545 - Unknown",NA,78,"UK:Great Britain",9,0
"L6ZX-5BM",NA,"Frances Frost","1553 - Unknown",NA,63,"UK:Great Britain",9,1
"K8RG-7JH",NA,"John Page","1567 - Unknown",NA,NA,"UK:Great Britain",3,7
