"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"G31V-Z7J",NA,"Sarah Hubbard, English Immigrant","1628 - 1688",NA,60,"UK:Great Britain",1,0
"LB88-3W7",NA,"John Carter Cave","1637 - 1721",NA,84,"UK:Great Britain",11,0
"GJ96-SKH",NA,"Elizabeth Harriet Travers","1641 - 1693",NA,52,"UK:Great Britain",7,9
"LZLD-383",NA,"Edward Vawdrey","1565 - 1622",NA,57,"UK:Great Britain",12,0
"L6PY-85Y",NA,"Jane Hyde","1565 - 1615",NA,50,"UK:Great Britain",12,20
"L587-4GT",NA,"William Markham","1580 - Unknown",NA,NA,"UK:Great Britain",1,0
"LH8K-D3Z",NA,"Sarah Ashley","1580 - Unknown",NA,NA,"UK:Great Britain",1,0
"G6W8-6JS",NA,"John Cage","1584 - Unknown",NA,NA,"UK:Great Britain",1,7
"G4WW-JPV",NA,"Mary Clifford","1590 - 1650",NA,60,"UK:Great Britain",1,11
"KHQC-584",NA,"William Hall","1605 - Unknown",NA,NA,"UK:Great Britain",14,0
"LZPL-VDX",NA,"Jane","1607 - Unknown",NA,NA,"UK:Great Britain",14,0
"LYTP-924",NA,"James Echols","1600 - 1688",NA,88,"UK:Great Britain",1,0
"9788-PXV",NA,"Elizabeth Barrow","1600 - 1620",NA,20,"UK:Great Britain",1,0
"G21B-XWP",NA,"John Hubbard","1610 - 1675",NA,65,"UK:Great Britain",1,2
"G21B-8M1",NA,"Elizabeth Fisherman","1610 - 1701",NA,91,NA,1,0
"MLHP-G2D",NA,"Samuel Cave I","1590 - 1657",NA,67,"UK:Great Britain",8,6
"K69Z-VQ7",NA,"Abigail Lord","1615 - 1681",NA,66,"UK:Great Britain",11,0
"LBJZ-R2L",NA,"Rawleigh Travers","1622 - 1670",NA,48,"UK:Isle of Wight",11,4
"LBJZ-RL8",NA,"Elizabeth Cole Hussey","1622 - 1697",NA,75,"USA",10,0
"L8J9-5KQ",NA,"Thomas Vawdrey","1520 - Unknown",NA,NA,"UK:Great Britain",1,4
"LH8K-DDW",NA,"Avice Worsley","1529 - 1618",NA,89,"UK:Great Britain",5,0
"LYXT-GQN",NA,"Sir Robert Hyde","1543 - 1614",NA,70,"UK:Great Britain",29,14
"LYXY-S9W",NA,"Beatrice Calverley","1545 - 1624",NA,79,"UK:Great Britain",21,19
"MZZ4-FP7",NA,"Edward Cage","1560 - Unknown",NA,NA,"UK:Great Britain",8,0
"4428-BP7",NA,"Mary","Unknown - Unknown",NA,NA,NA,8,0
"278K-2RN",NA,"James de Clifford","1564 - 1638",NA,74,"UK:Great Britain",17,12
"LDF9-7PK",NA,"John Hall","Unknown - 1616",NA,NA,"UK:Great Britain",1,0
"LDF9-75S",NA,"Emmett","Unknown - Unknown",NA,NA,"UK:Great Britain",1,0
"G6TQ-4B9",NA,"James Monroe Echols","1580 - 1688",NA,108,"UK:Great Britain",1,0
"G6TQ-D4G",NA,"Elizabeth Johnston","1577 - 1625",NA,48,"UK:Great Britain",1,0
"G2FM-78Q",NA,"Thomas Barron","1584 - 1638",NA,54,"Ireland",1,0
"GHTW-HTL",NA,"Margaret Calthorpe","1569 - Unknown",NA,NA,"UK:Great Britain",1,0
"G4QM-9H4",NA,"Thomas Hubbard","1583 - 1656",NA,73,"UK:Great Britain",3,0
"GKT4-7BM",NA,"Grace William","1583 - Unknown",NA,NA,"UK:Great Britain",3,0
"LB4P-YWP",NA,"John Francis Cave","1570 - 1629",NA,59,"UK:Great Britain",9,12
"LZF2-PXT",NA,"Magdalena Armyne","1574 - Unknown",NA,NA,"UK:Great Britain",7,1
"GGKY-VKJ",NA,"Lord","1595 - Unknown",NA,NA,"UK:Great Britain",1,0
"GGKY-GT8",NA,"Lord","1595 - Unknown",NA,NA,"UK:Great Britain",1,0
"MP5H-4RH",NA,"William Travisse","1596 - 1664",NA,68,"UK:Great Britain",14,0
"MM1R-H2N",NA,"Rebecca Rawleigh","1590 - 1664",NA,74,"UK:Great Britain",5,0
"GJ9X-YKJ",NA,"Sir James Hussey, Esq.","1595 - 1625",NA,30,"UK:Great Britain",1,0
"9SZ6-6V7",NA,"Elizabetha Cole","Unknown - Unknown",NA,NA,NA,1,0
"LZPH-11R",NA,"John Vawdrey","1501 - Unknown",NA,NA,"UK:Great Britain",5,4
"M7WV-H7B",NA,"Miss Reddish","1505 - Unknown",NA,NA,"UK:Great Britain",5,0
"LHTF-364",NA,"Ralph Worseley Esq.","1510 - 1572",NA,62,"UK:Great Britain",1,0
"G9YB-H8F",NA,"Mrs. Ralph Worseley Esq.","1514 - Unknown",NA,NA,"UK:Great Britain",1,0
"LC7J-JC6",NA,"Sir Robert Hyde","1522 - 1571",NA,49,"UK:Great Britain",15,1
"LTW8-N6Q",NA,"Jane Davenport","1525 - 1590",NA,65,"UK:Great Britain",15,8
"M2Y7-1T1",NA,"Sir William Calverly","1500 - 1570",NA,70,"UK:Great Britain",20,13
"LZ4L-QKD",NA,"Elizabeth Sneyde","1508 - 1574",NA,66,"UK:Great Britain",24,6
"L5RN-65S",NA,"Anthony Cage","1500 - 1583",NA,83,"UK:Great Britain",14,4
"L41N-6T1",NA,"Wyllm Clyfford Clyfford","1536 - 1608",NA,72,"UK:Great Britain",13,11
"LYD4-SHW",NA,"Joan Beard","1540 - 1600",NA,60,"UK:Great Britain",13,1
"GLKD-BYY",NA,"Echols","Unknown - Unknown",NA,NA,NA,1,0
"GK6R-4TX",NA,"Elizabeth M. Palmer","1565 - 1603",NA,38,NA,1,0
"LTT2-3HL",NA,"Margaret Woodhouse","1564 - Unknown",NA,NA,NA,1,12
"LB4P-YP8",NA,"William Anthony Cave","1535 - 1614",NA,79,"UK:Great Britain",18,0
"LB45-SWG",NA,"Eleanor Margaret de Grey","1539 - 1591",NA,52,"UK:Great Britain",13,10
"LRT1-9JW",NA,"Bartholomew Arrmyne","1541 - 1598",NA,57,"UK:Great Britain",2,0
"GMHC-117",NA,"Mary Sutton","1530 - 1574",NA,44,"UK:Great Britain",2,7
"M484-5FZ",NA,"William Travisse","1576 - Unknown",NA,NA,"UK:Great Britain",1,0
"GGKW-17D",NA,"Mrs. William Travisse","Unknown - Unknown",NA,NA,NA,1,0
"GGKJ-Q3W",NA,"William Booth","1572 - Unknown",NA,78,"UK:Great Britain",2,0
"GGKN-1ZG",NA,"Ann","Unknown - Unknown",NA,NA,NA,1,0
"GJ3W-3WP",NA,"John Hussey-","1540 - 1600",NA,60,"UK:Great Britain",1,0
"GJ3W-HZB",NA,"Margaret Ball","1545 - 1665",NA,120,"UK:Great Britain",2,0
"9SZ6-6VV",NA,"William Cole","Unknown - Unknown",NA,NA,NA,1,0
"LH3W-3SL",NA,"Anne Susanna Croftes","1574 - 1613",NA,39,"UK:Great Britain",4,13
"KGCN-R8K",NA,"Robert Vawdrey","1465 - Unknown",NA,NA,"UK:Great Britain",15,8
"K8GX-DY7",NA,"Alice Bereton","1470 - Unknown",NA,NA,"UK:Great Britain",5,0
"MLPG-Z89",NA,"Hamnet Hyde","1491 - 1526",NA,35,"UK:Great Britain",5,2
"LXQ7-95F",NA,"Margaret Isabel Warren","1492 - 1546",NA,54,"UK:Great Britain",10,17
"L7LP-K1N",NA,"William Davenport II","1472 - 1542",NA,70,"UK:Great Britain",9,16
"LTW8-KQ1",NA,"Blanche Warburton","1496 - 1542",NA,47,"UK:Great Britain",9,11
"LTZ3-BZG",NA,"Walter Calverley","1483 - 1536",NA,53,"UK:Great Britain",14,9
"LDJW-P47",NA,"Isabel Elizabeth Drakes","1487 - 1540",NA,53,"UK:Great Britain",15,2
"LZPG-MXN",NA,"Richard Sneyd","1486 - 1538",NA,52,"UK:Great Britain",7,0
"9HQC-BLZ",NA,"Lady Anne Fouleshurst","1487 - 1535",NA,48,"UK:Great Britain",7,0
"LR8F-94W",NA,"Thomas Cage","1485 - 1542",NA,57,"UK:Great Britain",5,7
"LR8X-Y63",NA,"Lady Elizabeth Parker","1485 - 1542",NA,58,"UK:Great Britain",5,0
"L2TK-9W2",NA,"Sir Henry De Clifford Knight of the Garter","1502 - 1558",NA,56,"UK:Great Britain",12,6
"LYD4-3FD",NA,"Mabel Welsche","1506 - 1592",NA,86,"UK:Great Britain",12,5
"G3J5-MVL",NA,"Thomas Beard","1510 - Unknown",NA,NA,"UK:Great Britain",2,0
"G3JP-1JM",NA,"Mrs Beard","1514 - Unknown",NA,NA,"UK:Great Britain",2,0
"G99K-RRS",NA,"Captain Thomas Woodhouse","1518 - 1600",NA,82,"UK:Great Britain",13,14
"LVNL-J43",NA,"Margaret Shelton","1497 - 1583",NA,86,"UK:Great Britain",13,8
"GKKP-389",NA,"Richard Cave","1506 - 1538",NA,32,"UK:Great Britain",1,13
"LB4P-YP6",NA,"Barbara Fielding","1509 - 1535",NA,26,"UK:Great Britain",1,10
"L6MQ-WD7",NA,"Thomas Grey","1510 - 1559",NA,49,"UK:Great Britain",11,3
"LDJG-F46",NA,"Anne Verney","1514 - 1578",NA,64,"UK:Great Britain",11,3
"LZZM-MBB",NA,"William Armyne","Unknown - 1547",NA,NA,"UK:Great Britain",1,0
"G6LF-ZV2",NA,"Katherine Thimbleby","1524 - Unknown",NA,NA,"UK:Great Britain",1,3
"GST9-2FR",NA,"Henry Sutton of Wellingore","1509 - 1537",NA,28,"UK:Great Britain",8,0
"GM4T-Q92",NA,"Margaret Hussey","1512 - 1577",NA,65,"UK:Great Britain",11,6
"GG5X-6LX",NA,"Sir William Booth","Unknown - Unknown",NA,NA,NA,1,0
"K67V-SCD",NA,"Lady Elizabeth Warburton","1546 - 1628",NA,82,"UK:Great Britain",19,5
"GWS8-RY5",NA,"Humfrey Ball","1523 - 1602",NA,79,"UK:Great Britain",1,0
"GWSD-SFD",NA,"Dorothy Beasley","1526 - 1613",NA,87,"UK:Great Britain",1,0
"LCQD-CH8",NA,"Thomas Crofts Esquire","1540 - 1612",NA,71,"UK:Great Britain",14,1
"LCQD-CXP",NA,"Susan Poley","1543 - 1603",NA,60,"UK:Great Britain",15,6
"LD19-4LT",NA,"Edmund Croftes","1520 - 1558",NA,38,"UK:Great Britain",5,1
"93DJ-SD7",NA,"Sir Thomas Baynham","1422 - 1500",NA,77,"UK:Great Britain",18,5
"LVJG-4ZD",NA,"Agnes Walwyn","1452 - 1518",NA,66,"UK:Great Britain",11,0
"GKCM-523",NA,"Sir Thomas Molyneux","1445 - 1483",NA,38,"UK:Great Britain",6,4
"GNK6-499",NA,"Dame Anna Dutton","1450 - 1520",NA,70,"UK:Great Britain",6,8
"GV24-V2T",NA,"Sir John Pye","1435 - 1513",NA,78,"UK:Great Britain",4,1
"WTNZ-MYS",NA,"Anne Brydges","1446 - 1547",NA,101,"UK:Great Britain",2,0
"KLFC-RW8",NA,"Thomas Vawdrey","1438 - Unknown",NA,NA,"UK:Great Britain",9,1
"L4TW-CWY",NA,"Anne Newton","1447 - Unknown",NA,NA,"UK:Great Britain",9,0
"LTMN-NGS",NA,"Robert Hedde","1465 - 1528",NA,63,"UK:Great Britain",6,11
"M2LC-LZ6",NA,"Lady Margaret Holland","1469 - 1502",NA,33,"UK:Great Britain",3,6
"MMVK-H4L",NA,"Sir Laurence Warenne Lord of Poynton","1476 - 1531",NA,55,"UK:Great Britain",19,22
"GF6D-XQ3",NA,"Lady Baroness Margaret de Legh","1470 - 1545",NA,75,"UK:Great Britain",18,0
"L6VS-7KQ",NA,"William Davenport I","1446 - 1528",NA,82,"UK:Great Britain",24,8
"LYQW-CXT",NA,"Margery Legh","1447 - 1500",NA,53,"UK:Great Britain",17,16
"LHN3-FNM",NA,"Sir John Warburton","1459 - 1524",NA,65,"UK:Great Britain",15,3
"LH6C-XS6",NA,"Lady Jane Stanley Warburton","1463 - 1525",NA,62,"UK:Great Britain",12,1
"GMHY-HD2",NA,"Sir William Calverley II","1442 - 1506",NA,64,"UK:Great Britain",10,9
"LDLZ-Q5F",NA,"Alice Saville","1431 - 1522",NA,91,"UK:Great Britain",10,0
"G71W-T7J",NA,"John Drakes","1455 - 1515",NA,60,"UK:Great Britain",3,0
"LVQ3-24F",NA,"Margaret Amias","1460 - 1489",NA,30,"UK:Great Britain",3,4
"GSD8-RSR",NA,"Sir William Sneyd","1464 - 1543",NA,79,"UK:Great Britain",1,0
"GW7H-4D7",NA,"Lady Susanna Ledsham","1464 - 1538",NA,74,"UK:Great Britain",2,1
"G2HZ-4SW",NA,"Sir Robert De Fouleshurst","1420 - 1498",NA,78,"UK:Great Britain",3,5
"LRCG-5YV",NA,"Jane Foulehurst","1475 - 1524",NA,49,"UK:Great Britain",1,5
"GQBX-LDG",NA,"Robert Cage","1445 - 1500",NA,55,"UK:Great Britain",8,0
"GQBX-PSM",NA,"Katherine","1450 - 1500",NA,51,"UK:Great Britain",8,0
"G4CC-3VJ",NA,"Sir Edmund de Browsholme Parker","1482 - 1542",NA,60,"UK:Great Britain",1,0
"GJBV-7N5",NA,"Joan Sackville","1482 - 1539",NA,57,"UK:Great Britain",1,0
"LKHB-3GH",NA,"James de Clifford","1472 - 1544",NA,72,"UK:Great Britain",11,0
"KG7K-FMT",NA,"Anne Harewell","1478 - 1565",NA,87,"UK:Great Britain",7,0
"LT5W-B47",NA,"Sir John Alexander Walsh 3rd","1474 - 1547",NA,73,"UK:Great Britain",6,1
"GW55-C7B",NA,"Ann Dinely","1478 - 1560",NA,82,"UK:Great Britain",6,0
"LZBP-6F9",NA,"Roger Woodhouse","1490 - Unknown",NA,70,"UK:Great Britain",15,7
"M3JC-2HY",NA,"Elizabeth Radcliffe","1490 - 1565",NA,75,"UK:Great Britain",15,0
"LB7R-22V",NA,"John Shelton,","1472 - 1539",NA,67,"UK:Great Britain",9,10
"MSZM-TK2",NA,"Lady Anne Boleyn","1475 - 1556",NA,80,"UK:Great Britain",9,12
"LHHQ-RVG",NA,"Sir Richard Cave","1465 - 1538",NA,73,"UK:Great Britain",16,7
"M1MS-PXG",NA,"Margaret Saxby","1473 - 1531",NA,58,"France",15,2
"L6M6-SDP",NA,"William Fielding","1471 - Unknown",NA,NA,"UK:Great Britain",11,8
"MLGV-BVC",NA,"Elizabeth Poultney","1477 - 1539",NA,62,"UK:Great Britain",11,5
"LH22-N25",NA,"Sir Edward Grey","1472 - 1529",NA,57,"UK:Great Britain",14,8
"GS72-FM7",NA,"Anne Harewell Middleton","1474 - 1525",NA,51,"UK:Great Britain",4,0
"9QXF-XFG",NA,"Sir Ralph Verney","1482 - 1525",NA,43,"UK:Great Britain",7,2
"L64V-ZQX",NA,"Margaret Emme Iwardby","1477 - 1519",NA,41,"UK:Great Britain",4,3
"G6LF-CN1",NA,"William Armine","1459 - 1532",NA,73,"UK:Great Britain",1,1
"G6LF-KJG",NA,"Elizabeth Bussy","1500 - Unknown",NA,NA,"UK:Great Britain",1,1
"LCMC-76X",NA,"John Thimbley Sr","1482 - 1550",NA,68,"UK:Great Britain",4,7
"LCMC-34W",NA,"Margaret Boys","1480 - 1538",NA,57,"UK:Great Britain",4,0
"G83J-XMP",NA,"Robert Sutton","1475 - 1545",NA,70,"UK:Great Britain",1,11
"G83J-DXG",NA,"Elizabeth Boys","1480 - 1551",NA,71,"UK:Great Britain",1,0
"LZFR-PG6",NA,"Robert Hughes Sr","1483 - 1546",NA,63,"UK:Great Britain",18,6
"LQ5B-J26",NA,"Anne Saye","1469 - 1538",NA,69,"UK:Great Britain",7,1
"L6XS-FWM",NA,"Sir Piers Peter Warburton","1489 - 1550",NA,61,"UK:Great Britain",6,11
"LHY9-KPL",NA,"Lady Antoinette Elizabeth Winnington Warburton","1500 - 1559",NA,58,"UK:Great Britain",6,3
"GH7V-XMB",NA,"Lady Elizabeth Kitson","1523 - 1586",NA,63,"UK:Great Britain",9,6
"L7F2-G8B",NA,"John Poley","1511 - 1589",NA,78,"UK:Great Britain",7,9
"G7XH-WZL",NA,"Anne Agnes Wentworth","1520 - 1575",NA,55,"UK:Great Britain",7,0
"G8R1-YRJ",NA,"Sir John Croftes","1491 - 1557",NA,66,"UK:Great Britain",2,1
"LZD5-2YN",NA,"Rosa Sampson","1493 - 1570",NA,77,"UK:Great Britain",2,0
"L1W2-YBG",NA,"Gwladys ferch Dafydd Gam","1385 - 1454",NA,69,"UK:Great Britain",21,9
"G83C-834",NA,"Robert ap Eynon Baynham","1400 - 1436",NA,36,"UK:Great Britain",6,4
"LZLV-1BJ",NA,"Margeret Abrahall","1402 - 1455",NA,53,"UK:Great Britain",13,0
"L659-BDP",NA,"John Davenport of Bramhall, Esquire","1419 - 1478",NA,59,"UK:Great Britain",11,2
"LTBK-ZJ9",NA,"Roger Drury","1419 - 1493",NA,74,"UK:Great Britain",7,3
"LDPQ-T32",NA,"Felice Denston","1434 - 1523",NA,89,"UK:Great Britain",7,0
"LZDG-JL7",NA,"Sir Richard Molyneux","1423 - 1459",NA,36,"UK:Great Britain",5,10
"GDZ7-4Y9",NA,"Elizabeth Stanley","1429 - 1459",NA,30,"UK:Great Britain",5,11
"LCF2-BXB",NA,"Sir Thomas Dutton","1421 - 1459",NA,38,"UK:Great Britain",11,9
"MCQL-S53",NA,"Anne Touchet","1421 - 1503",NA,82,"UK:Great Britain",9,2
"GLSF-MD8",NA,"John Pye Of Mynde","Unknown - Unknown",NA,NA,"UK:Great Britain",2,1
"G3TS-BNH",NA,"Agnes Andrews","1420 - 1510",NA,90,"UK:Great Britain",2,0
"M4NY-WB4",NA,"Mr. Vawdrey","Unknown - Unknown",NA,NA,NA,2,0
"M4NY-WYR",NA,"Mrs. Vawdrey","Unknown - Unknown",NA,NA,NA,2,0
"LZRB-GL1",NA,"Richard Newton","1422 - Unknown",NA,NA,"UK:Great Britain",1,0
"G6GF-VYG",NA,"Robert Hedde I","1420 - 1480",NA,60,"UK:Great Britain",13,1
"G6GF-F7P",NA,"Margaret de Davenport","1424 - 1485",NA,61,"UK:Great Britain",12,0
"L6VS-VMP",NA,"Richard Holland of Denton IV","1443 - 1501",NA,58,"UK:Great Britain",7,0
"MZMR-N9R",NA,"Isabella Harrington","1450 - 1498",NA,48,"UK:Great Britain",7,2
"LDW1-MCL",NA,"Sir John Warren","1435 - 1517",NA,82,"UK:Great Britain",27,2
"GMRS-BY4",NA,"Eleanor Gerard","1467 - 1561",NA,94,NA,24,8
"GQVC-BF4",NA,"Sir Knight Piers Legh IV","1442 - 1527",NA,85,"UK:Great Britain",1,0
"GG7Y-7Y8",NA,"Ellen Savage","1450 - 1491",NA,41,"UK:Great Britain",1,0
"G3L8-4SL",NA,"Cicely de Warren","1424 - 1478",NA,54,"UK:Great Britain",9,8
"LCVR-TD1",NA,"Robert de Legh V, Esq of Adlington","1410 - 1479",NA,68,"UK:Great Britain",17,4
"LVZ3-K3S",NA,"Isabell Stanley","1411 - 1481",NA,70,"UK:Great Britain",18,4
"LYYQ-DWX",NA,"Piers Warburton","1423 - 1495",NA,72,NA,5,7
"GFNS-ZLQ",NA,"Elizabeth Mainwaring","1423 - 1481",NA,58,"UK:Great Britain",4,4
"GNWQ-HV3",NA,"William Stanley","1432 - 1495",NA,63,"UK:Great Britain",2,11
"LB92-PQ5",NA,"Elizabeth de Hopton","1427 - 1498",NA,71,"UK:Great Britain",9,8
"LZPN-DHQ",NA,"Sir William Calverley","1425 - 1488",NA,64,"UK:Great Britain",10,11
"MSQN-S6S",NA,"Agnes Tempest","1428 - 1489",NA,61,"UK:Great Britain",10,11
"G7H7-SSK",NA,"Sir Alexander Drakes of Woodhall","1427 - 1501",NA,74,"UK:Great Britain",4,6
"G7H7-X3M",NA,"Rosanna Jane Wortley","1431 - 1511",NA,80,"UK:Great Britain",1,0
"GF24-G5Q",NA,"Percival Amias","1425 - 1492",NA,67,"UK:Great Britain",5,0
"GW4G-P9M",NA,"Agnes de Lacy","1428 - Unknown",NA,NA,"UK:Great Britain",5,4
"L85Z-9DD",NA,"Nicholas Snede","1444 - 1475",NA,31,"UK:Great Britain",1,1
"L1FK-LC2",NA,"Lady Margaret Downes","1446 - 1480",NA,34,"UK:Great Britain",1,5
"KCDP-58S",NA,"Roger Ledsham , Gentleman of Chester","1443 - 1465",NA,23,"UK:Great Britain",2,0
"LXS7-5QQ",NA,"Lady Joan Alice","1445 - 1485",NA,40,"UK:Great Britain",2,0
"G22L-C5Z",NA,"Thomas de Fouleshurst II","1397 - 1439",NA,42,"UK:Great Britain",6,2
"KN43-FJM",NA,"Cecily Mainwaring","1401 - 1483",NA,82,"UK:Great Britain",6,10
"GKMW-7Y7",NA,"Cage","Unknown - Unknown",NA,NA,NA,1,0
"GKM7-586",NA,"de Browsholme Parker","Unknown - Unknown",NA,NA,NA,1,0
"GKMW-Z34",NA,"Sackville","Unknown - Unknown",NA,NA,NA,1,0
"GN9R-4NC",NA,"Henry Clifford","1420 - 1485",NA,65,"UK:Great Britain",1,1
"GN9R-V69",NA,"Anne Baynham","1473 - Unknown",NA,NA,"UK:Great Britain",1,10
"L75S-QX9",NA,"Anne Middleton","1474 - 1500",NA,26,"UK:Great Britain",1,1
"LTDS-FHR",NA,"Sheriff of Gloucester John Alexander Walshe 2nd","1450 - 1501",NA,51,"UK:Great Britain",2,3
"GWY6-814",NA,"Elizabeth Ann Forster","1455 - Unknown",NA,NA,"UK:Great Britain",2,0
"G6XX-MFG",NA,"John Dinley","1450 - Unknown",NA,NA,"UK:Great Britain",1,0
"G61D-58L",NA,"Alice Hardwick","1450 - Unknown",NA,NA,"UK:Great Britain",1,0
"G29R-L81",NA,"Sir Thomas Woodhouse","1477 - 1521",NA,44,"UK:Great Britain",8,7
"L5LD-FDW",NA,"Thomasine Townsend","1475 - 1551",NA,76,"UK:Great Britain",8,5
"LWYZ-6M9",NA,"Sir Robert Radcliffe","1449 - 1493",NA,44,"UK:Great Britain",1,1
"GCBV-DCR",NA,"Catherine Drury","1450 - 1496",NA,46,"UK:Great Britain",6,6
"L56V-VB9",NA,"Sir Ralph Shelton","1430 - 1497",NA,67,NA,11,1
"LZ2X-B1V",NA,"Lady Margaret de Clere","1430 - 1500",NA,70,"UK:Great Britain",12,0
"LVXD-GNJ",NA,"Sir William Boleyn","1451 - 1505",NA,54,"UK:Great Britain",14,7
"LTTD-L95",NA,"Lady Margaret Butler","1454 - 1539",NA,85,"Ireland",14,6
"97Z2-2CB",NA,"Thomas Cave","1445 - 1495",NA,50,"UK:Great Britain",8,0
"G7DK-PN7",NA,"Thomasine Passemer","1450 - 1520",NA,70,"UK:Great Britain",8,0
"GLZ5-XLB",NA,"Sir Thomas Saxby","1460 - 1500",NA,40,"France",3,0
"GL66-JF1",NA,"Elizabeth Gilbert","1463 - 1494",NA,31,"UK:Great Britain",3,0
"G2C2-TL1",NA,"Everard Fielding","1440 - 1514",NA,74,"UK:Great Britain",9,6
"GC1J-X86",NA,"Giliane Ellis","1446 - 1540",NA,94,"UK:Great Britain",9,6
"G3YW-329",NA,"Sir Thomas John Poultney","1442 - 1507",NA,65,"UK:Great Britain",6,1
"GDBB-ZM6",NA,"Roisia Lucy","1442 - 1515",NA,73,"UK:Great Britain",6,1
"GJTT-ZSW",NA,"Sir Humphrey Grey","1441 - 1499",NA,58,"UK:Great Britain",9,2
"G88L-6P1",NA,"Anna Fielding","1445 - 1507",NA,62,"UK:Great Britain",10,6
"2DXT-7VS",NA,"Sir John Verney","1450 - 1505",NA,55,"UK:Great Britain",3,3
"GMWR-HQM",NA,"Margaret Whittingham","1468 - 1509",NA,41,"UK:Great Britain",4,1
"GHHB-BXB",NA,"Sir John Iwardby","1449 - 1485",NA,35,"UK:Great Britain",4,1
"G61Z-V9F",NA,"Joan Frances Brudenell","1442 - 1531",NA,88,"UK:Great Britain",5,7
"GD5Q-Z8D",NA,"William de Armyne","1444 - 1488",NA,44,"UK:Great Britain",2,0
"9V5Z-V4B",NA,"Margaret Langholme","1423 - 1506",NA,83,"UK:Great Britain",2,0
"GH72-G63",NA,"Hugh Bussy","1453 - 1473",NA,20,NA,2,4
"G87F-Y9Y",NA,"Jane Whichcot","1454 - 1508",NA,54,"UK:Great Britain",2,1
"LCMC-7VT",NA,"Richard Thimbleby","1451 - 1522",NA,71,"UK:Great Britain",9,1
"LCMC-7GQ",NA,"Elizabeth Hilton","1455 - 1522",NA,67,"UK:Great Britain",8,2
"9QH3-SYV",NA,"Elizabeth Alday","1465 - Unknown",NA,NA,"UK:Great Britain",1,0
"L64X-PHP",NA,"Hamon Sutton III","1455 - 1501",NA,46,"UK:Great Britain",12,1
"GM7L-L1Z",NA,"Margaret Sheffield","1456 - Unknown",NA,69,"UK:Great Britain",12,4
"LV6Y-YCY",NA,"Thomas Boys","1453 - 1480",NA,27,"UK:Great Britain",1,2
"L1G3-66Z",NA,"Joan Nix Nicholes","1460 - Unknown",NA,NA,"UK:Great Britain",1,0
"GSFL-LSB",NA,"Sir William Hughes Sr","1443 - 1495",NA,52,"UK:Great Britain",7,3
"LKB9-CLR",NA,"Lady Elizabeth Berkeley of Wymondham","1445 - 1504",NA,59,"UK:Great Britain",7,5
"9Z8T-7L5",NA,"Sir Thomas Saye","1469 - 1480",NA,11,NA,3,6
"KNXW-67T",NA,"Johanna Cheney","1460 - 1496",NA,36,"UK:Great Britain",2,1
