"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"MNHX-RM5",NA,"Valentine Browne","1572 - 1633",NA,61,"Ireland",11,9
"LDQ3-T5T",NA,"Ellice Fitzgerald","1576 - 1658",NA,82,"Ireland",8,4
"LZW3-JW7",NA,"John Perry","1604 - 1674",NA,70,"UK:Great Britain",5,2
"LYQH-5P4",NA,"Johanna Holland","1617 - 1683",NA,66,"UK:Great Britain",3,2
"GDLN-HFY",NA,"John Clary","1612 - 1672",NA,60,"UK:Great Britain",3,0
"LJLN-CFB",NA,"Sarah Cassell","1620 - 1681",NA,61,"UK:Great Britain",3,0
"LHX2-R7G",NA,"Richard Cutter","1621 - 1693",NA,71,"UK:Great Britain",14,5
"LZ2B-7G7",NA,"Elizabeth","1620 - 1662",NA,42,"UK:Great Britain",7,0
"KN42-D5P",NA,"Nicholas Wood","1620 - 1670",NA,50,"UK:Great Britain",9,0
"K2SV-SNK",NA,"Mary Pidge","1624 - 1663",NA,38,"UK:Great Britain",10,8
"L5K2-X13",NA,"Nathan Fiske","1615 - 1676",NA,61,"UK:Great Britain",7,3
"LCQ2-S5D",NA,"Susannah Browne","1617 - 1662",NA,44,"UK:Great Britain",7,0
"LHT2-PSL",NA,"William Fry","1606 - 1642",NA,36,"UK:Great Britain",2,3
"M1LL-DSX",NA,"Elizabeth Foster","1602 - 1653",NA,51,"UK:Great Britain",6,3
"LYM4-XWP",NA,"John Coolidge","1604 - 1691",NA,87,"UK:Great Britain",7,11
"KN3C-8G7",NA,"Mary Ravens","1602 - 1691",NA,88,"UK:Great Britain",7,10
"LBTN-2R9",NA,"John Livermore Sr.","1606 - 1684",NA,78,"UK:Great Britain",14,2
"L55H-2TH",NA,"Grace Sherman","1615 - 1690",NA,74,"UK:Great Britain",14,9
"L5YQ-1P5",NA,"Sir Owen Reagh O'Sullivan","1539 - 1594",NA,55,"Ireland",5,7
"9S1F-SK9",NA,"Helena Esther Barry","1549 - 1620",NA,71,NA,4,10
"L89W-NH7",NA,"Pierce Butler","1554 - 1599",NA,44,"UK:Great Britain",13,0
"9HFS-4X2",NA,"Catherine Fleming","1556 - 1597",NA,41,"Ireland",4,1
"2XM9-NX7",NA,"Nicholas Browne","1550 - 1606",NA,56,"Ireland",11,0
"MM42-1YW",NA,"Sheila Julia O'Sullivan Beare","1550 - 1605",NA,55,"Ireland",11,0
"MMJS-45N",NA,"Gerald FitzJames FitzGerald, 14th Earl of Desmond","1533 - 1583",NA,50,"Ireland",6,6
"KLZR-NGW",NA,"Rev. John A or Harry Perry","1568 - Unknown",NA,NA,"UK:Great Britain",3,6
"G6VN-Q2B",NA,"Judith Vassall","1567 - 1650",NA,83,"UK:Great Britain",6,0
"LBWW-959",NA,"Joseph Holland","1590 - Unknown",NA,69,"UK:Great Britain",5,0
"GJT3-QJL",NA,"Unknown 1st wife of Joseph Holland","Unknown - Unknown",NA,NA,NA,3,0
"LC3K-BZL",NA,"Samuel Cutter","1575 - 1637",NA,62,"UK:Great Britain",6,1
"LK89-JZF",NA,"Elizabeth Wilkerson Leatherhead","1578 - 1664",NA,86,"UK:Great Britain",8,1
"MF1L-RL1",NA,"Nicholas Wood","1575 - Unknown",NA,NA,"UK:Great Britain",1,0
"MBVL-XV3",NA,"Elizabeth Raven","1580 - 1642",NA,62,"UK:Great Britain",1,0
"LZK8-B63",NA,"Thomas Pidge","1583 - 1643",NA,60,"UK:Great Britain",9,8
"K4YD-7GV",NA,"Mary Martha Sothy","1589 - 1673",NA,84,"UK:Great Britain",10,0
"LHSH-ZN5",NA,"Nathaniel Fiske","1593 - 1676",NA,83,"UK:Great Britain",4,3
"LH8F-89Q",NA,"Dorothy Symonds","1594 - 1678",NA,84,"UK:Great Britain",18,0
"L1W1-4TP",NA,"John Browne","1591 - 1617",NA,26,"UK:Great Britain",1,0
"L1W1-WYR",NA,"Alice Lake","1595 - 1617",NA,22,"UK:Great Britain",1,0
"GZBH-4FT",NA,"Mr. Fry","Unknown - Unknown",NA,NA,"UK:Great Britain",4,0
"LYY8-M5S",NA,"Mrs. Fry","1580 - Unknown",NA,NA,"UK:Great Britain",4,0
"LCTW-J29",NA,"Thomas Foster","1579 - 1618",NA,39,"UK:Great Britain",4,6
"LDZC-7RP",NA,"Elizabeth Seamer","1584 - 1640",NA,75,"UK:Great Britain",4,0
"LC53-547",NA,"William Coolidge","1563 - 1618",NA,55,"UK:Great Britain",12,6
"4KZQ-J1Y",NA,"Margaret Mayse","1567 - 1620",NA,52,"UK:Great Britain",12,0
"LTQS-MKG",NA,"Reverend Richard Ravens","Unknown - 1626",NA,64,"UK:Great Britain",11,4
"L61P-SLG",NA,"Elizabeth Hedge","1566 - 1625",NA,59,"UK:Great Britain",11,7
"GCQJ-WGD",NA,"Daniel Livermore","Unknown - Unknown",NA,52,"UK:Great Britain",3,4
"MRP1-NL8",NA,"Elizabeth Hammond","Unknown - 1631",NA,57,"UK:Great Britain",6,7
"LBQQ-XJR",NA,"Edmund Sherman","1572 - Unknown",NA,69,"UK:Great Britain",10,6
"KH1M-G5L",NA,"Grace Makin","1578 - 1643",NA,65,"UK:Great Britain",10,11
"KDSD-S5M",NA,"Lord Beare Dermod O'Sullivan Mor","1480 - 1549",NA,69,NA,8,0
"GSMH-DL8",NA,"Lady Julia MacCarthy","1509 - 1563",NA,54,"Ireland",8,6
"LZ8H-9R1",NA,"James barry roe viscount Buttevant Barry 4th Viscount Buttevant 17th Baron Barry","1520 - 1581",NA,61,"Ireland",11,0
"LHLB-4Q6",NA,"Ellen MacCarthy Reagh","1473 - 1585",NA,112,"Ireland",11,8
"LZL5-RYK",NA,"Thomas Butler 3rd Earl of Ossory","1531 - 1614",NA,83,"Ireland",5,7
"GDJM-HH3",NA,"Thomas Fleming","1530 - 1597",NA,67,"Ireland",2,0
"GDJM-4LS",NA,"Catherine Preston","1534 - 1598",NA,64,"Ireland",2,9
"LZLW-GNT",NA,"James FitzJohn Fitzgerald, 13th Earl Desmond","1504 - 1558",NA,54,"Ireland",9,6
"L1WR-XW5",NA,"Lady More O'Caerbhaill O'Carroll","1504 - 1548",NA,44,"Ireland",8,0
"KHLW-YBP",NA,"John Perry","1537 - 1617",NA,80,"UK:Great Britain",10,8
"G6DC-11N",NA,"Margaret Perry","1540 - 1612",NA,72,"UK:Great Britain",7,0
"GKJV-FMW",NA,"William Holland","Unknown - Unknown",NA,NA,NA,1,0
"LHLK-BX8",NA,"William Marmaduke Cutter","1556 - 1576",NA,20,"UK:Great Britain",2,0
"LHLK-BZN",NA,"Margaret Credie","1556 - 1607",NA,51,NA,2,0
"LRLS-8LG",NA,"Thomas Leatherhead Ledrede","1560 - 1579",NA,19,"UK:Great Britain",2,0
"MK3B-XSG",NA,"Elizabeth Banks","1560 - 1660",NA,100,"UK:Great Britain",2,4
"MCFK-T9N",NA,"Nicholas Pigg Pidge","1552 - 1603",NA,51,"UK:Great Britain",10,3
"GJFR-M2Q",NA,"Johanna Adame","1552 - 1603",NA,51,"UK:Great Britain",11,0
"LC7W-ZPR",NA,"Richard Sothy","1574 - 1626",NA,52,"UK:Great Britain",1,0
"LH2Q-1MY",NA,"Mary Bentley","1571 - 1620",NA,49,"UK:Great Britain",1,1
"LZXP-2WK",NA,"Nathaniel Fiske","1575 - 1650",NA,75,"UK:Great Britain",4,5
"LTK8-V33",NA,"Abria or alice Hovel","1577 - Unknown",NA,NA,"UK:Great Britain",4,0
"G9SK-WZ8",NA,"John Symonds","1566 - 1600",NA,34,"UK:Great Britain",1,0
"G9SV-PY4",NA,"F Symonds","1571 - 1636",NA,65,"UK:Great Britain",1,0
"M3T9-LVN",NA,"Richard Browne","1571 - Unknown",NA,NA,"UK:Great Britain",2,0
"G2KJ-8PF",NA,"Mrs Richard Browne","1571 - Unknown",NA,NA,"UK:Great Britain",1,0
"LZ6D-WD8",NA,"Peter Patricke Foster","1550 - 1609",NA,59,"UK:Great Britain",9,5
"9S2W-LND",NA,"Helene Newton Greenway","1566 - 1609",NA,43,"UK:Great Britain",7,0
"G6F7-XRG",NA,"Simon Seamer Jr","1552 - Unknown",NA,NA,"UK:Great Britain",1,0
"M3PQ-27S",NA,"Jone Simson","Unknown - Unknown",NA,NA,"UK:Great Britain",1,0
"L8B7-6B2",NA,"Simeon Coolidge","1532 - 1590",NA,58,"UK:Great Britain",7,2
"LRFR-2GS",NA,"Agnes Kingston","1535 - 1591",NA,56,"UK:Great Britain",7,2
"LZ5J-XTK",NA,"Henry Mayse","1520 - Unknown",NA,NA,"UK:Great Britain",1,0
"LZ5J-FH9",NA,"Margaret Woodborne","1535 - 1596",NA,61,"UK:Great Britain",1,0
"LZ5J-FM3",NA,"William Ravens","1519 - 1580",NA,61,"UK:Great Britain",5,3
"L65Y-CLL",NA,"Joan Starlyng","1520 - 1584",NA,64,"UK:Great Britain",5,0
"LZ6M-ZWR",NA,"Nicholas Hedge","1531 - 1582",NA,51,"UK:Great Britain",8,0
"G6RD-TVS",NA,"Alice Burrough","1533 - 1577",NA,44,"UK:Great Britain",8,1
"GZYQ-NQG",NA,"Richard Livermore","1550 - 1620",NA,70,"UK:Great Britain",5,0
"G6VW-957",NA,"Alise Cloughe","1545 - 1594",NA,49,"UK:Great Britain",5,0
"LTXN-FBZ",NA,"Thomas Hammond","1545 - 1589",NA,44,"UK:Great Britain",8,5
"LDV4-NYB",NA,"Rose Trippe","1552 - 1649",NA,97,"UK:Great Britain",9,3
"LRHP-ZFL",NA,"Edmund Sherman","1548 - 1600",NA,52,"UK:Great Britain",15,6
"KCYJ-XRR",NA,"Anne Pellett","1548 - Unknown",NA,35,"UK:Great Britain",11,9
"LYTN-GDT",NA,"Tobias Makin","1548 - 1610",NA,62,"UK:Great Britain",12,2
"LB2S-687",NA,"Katherine Westbrome","1554 - 1610",NA,56,"UK:Great Britain",12,5
"GQQS-PJK","Q75894464","Lord Dunkerron Donal The Swarthy O'Sullivan Bere","1460 - 1520",NA,60,"Ireland",1,1
"GQQS-KBW",NA,"Lady Mary FitzGerald","1475 - 1593",NA,118,"Ireland",1,0
"LVCF-72B",NA,"Donal MacCarthy Reagh 12th Prince of Carbery","1470 - 1540",NA,70,"Ireland",8,5
"GJSG-2NN",NA,"Lady Eleanor FitzGerald","1473 - Unknown",NA,NA,"Ireland",7,9
"G8JJ-H7M",NA,"Richard De Barry","1500 - 1581",NA,81,"Ireland",1,0
"G9JG-GH9",NA,"Isabella Fitzgerald","1505 - 1581",NA,76,"Ireland",1,0
"G93V-K88",NA,"Cormac Na Haoine McCarthy Reagh 13th Prince of Carbery","1510 - 1593",NA,83,"Ireland",9,6
"LJBQ-T8S",NA,"Julia MacCarthy","1506 - 1585",NA,79,"Ireland",10,7
"LHL1-K57",NA,"James Butler","1496 - 1546",NA,50,"Ireland",8,8
"LHGJ-56J",NA,"Lady Joan Fitzgerald","1509 - 1565",NA,55,"Ireland",11,7
"9KDM-3MZ",NA,"Sir James Fleming","1502 - 1573",NA,71,"Ireland",1,4
"G38W-28T",NA,"Ismay Dillon","1510 - 1591",NA,81,"Ireland",2,2
"LZJQ-V81",NA,"Jenico Preston 3rd Viscount Gormanston","1502 - 1560",NA,58,"Ireland",10,5
"LCTN-GQR",NA,"Catherine Fitzgerald","1510 - 1591",NA,81,"Ireland",10,3
"KLGZ-38Q",NA,"Sir John FitzThomas Fitzgerald 12th Earl of Desmond","1464 - 1536",NA,72,"Ireland",8,10
"KV2Y-HKM",NA,"Móur O'Brien","1470 - 1550",NA,80,"Ireland",7,1
"GFWG-JZN",NA,"Maolroona, King of Eile O'Cearbhaill (O'Carroll)","1480 - 1532",NA,52,"Ireland",1,0
"GFWG-NTY",NA,"Lady Margaret O'Brien Queen of Ely","1485 - 1558",NA,73,NA,4,0
"LZR5-277",NA,"William Perry I","1515 - 1565",NA,50,"UK:Great Britain",13,5
"LZJC-NLB",NA,"Elizabeth Coney","1519 - 1568",NA,49,"UK:Great Britain",10,2
"LHRQ-5L1",NA,"Thomas Esquire Cutter","1525 - Unknown",NA,NA,"UK:Great Britain",1,0
"LHRQ-5RR",NA,"Mrs Thomas Esquire Cutter","1520 - Unknown",NA,NA,"UK:Great Britain",1,0
"GK7C-85K",NA,"William Smythe","1520 - 1601",NA,81,"UK:Great Britain",1,0
"M37G-TMJ",NA,"Lady Isabel Credde","1520 - 1571",NA,51,"UK:Great Britain",1,0
"LBHB-H9T",NA,"Thomas Ledrede","1530 - Unknown",NA,NA,"UK:Great Britain",1,0
"L5VG-WD9",NA,"Elizabeth Wilkerson","1545 - Unknown",NA,NA,"UK:Great Britain",1,0
"M448-LSN",NA,"William Banks","1530 - 1577",NA,47,"UK:Great Britain",5,1
"G43L-CHS",NA,"Alice Robinson","1520 - Unknown",NA,NA,NA,5,0
"LCC3-NLL",NA,"William Pigg","Unknown - 1592",NA,NA,"UK:Great Britain",4,0
"KHSM-6KM",NA,"Edith Cokayne","1533 - 1603",NA,70,"UK:Great Britain",4,5
"G8LL-DQG",NA,"Sir Thomas South","1545 - 1639",NA,94,"UK:Great Britain",6,4
"KZMW-NZZ",NA,"Audrey Michell","1548 - Unknown",NA,NA,"UK:Great Britain",1,0
"LHTQ-BFD",NA,"John Bentley","1545 - 1577",NA,32,"UK:Great Britain",2,0
"LC8B-RKJ",NA,"Mary Gawton","1549 - Unknown",NA,NA,"UK:Great Britain",2,0
"M521-V19",NA,"William Fiske","1550 - 1623",NA,73,"UK:Great Britain",6,6
"LZG1-NF7",NA,"Anne Anstye","Unknown - 1600",NA,49,NA,6,7
"G9NZ-C3N",NA,"William Hovel","1555 - Unknown",NA,NA,"UK:Great Britain",1,0
"G2K6-SRQ",NA,"Mrs William Hovel","1559 - Unknown",NA,NA,"UK:Great Britain",1,0
"LHKS-97K",NA,"Guy Foster","1520 - 1578",NA,58,"UK:Great Britain",7,0
"LHKS-98P",NA,"Joan Church","1523 - 1579",NA,56,"UK:Great Britain",6,0
"MS19-HNM",NA,"Sir Anthony Greneway","1547 - 1619",NA,72,"UK:Great Britain",1,0
"GF1S-D4N",NA,"Lady Winifred Harcourt","1545 - 1618",NA,73,"UK:Great Britain",1,6
"MVC5-NR4",NA,"Simon Seamer","1528 - 1554",NA,26,"UK:Great Britain",1,0
"G6X1-96S",NA,"Alice Lane","1505 - 1535",NA,30,"UK:Great Britain",3,0
"G666-35G",NA,"Sir Thomas Kingston","1525 - 1599",NA,74,"UK:Great Britain",3,7
"LHDQ-C97",NA,"Lady Eleanor Kingston","1525 - 1599",NA,73,"UK:Great Britain",8,1
"G6F4-HPK",NA,"John WOODBORNE","1520 - 1575",NA,55,"UK:Great Britain",1,1
"G6X1-ZPJ",NA,"Mrs. Margaret Woodborne","1522 - Unknown",NA,NA,"UK:Great Britain",1,0
"GXGW-GDQ",NA,"Richard Raven","1494 - 1559",NA,65,"UK:Great Britain",4,0
"LDRW-Q37",NA,"Alyse Carre Doggett","1502 - 1563",NA,61,"UK:Great Britain",4,8
"LRMS-HN4",NA,"Robert Starlyng","1500 - Unknown",NA,37,"UK:Great Britain",2,0
"KCXN-3SK",NA,"Mrs. Rose Starling","1499 - 1562",NA,63,"UK:Great Britain",1,0
"L61P-32K",NA,"James Hedge","1500 - Unknown",NA,54,"UK:Great Britain",6,0
"LKS3-XQ7",NA,"Lady Elysabethe Susan Hill","1504 - 1567",NA,63,NA,6,0
"LVPR-MQ9",NA,"John Burrough","1510 - Unknown",NA,67,"UK:Great Britain",5,7
"GZLX-MK2",NA,"Margaret Bourne","1504 - 1577",NA,73,"UK:Great Britain",2,0
"LZ2M-WRL",NA,"Samuel Livermore","1530 - 1550",NA,21,"UK:Great Britain",1,1
"LDK8-GMX",NA,"Anna Bridge","1525 - 1550",NA,26,"UK:Great Britain",1,0
"LB32-YLF",NA,"Richard Cloughe","1520 - 1545",NA,25,"UK:Great Britain",1,0
"LB3L-MT6",NA,"Hannah Cloughe","1525 - Unknown",NA,NA,"UK:Great Britain",1,0
"LX7R-D8C",NA,"John Hammond","1500 - 1550",NA,50,"UK:Great Britain",6,6
"GN17-SVK",NA,"Agnes Nowell","1524 - 1564",NA,40,"UK:Great Britain",6,0
"MCRR-WKX",NA,"William Roger Trippe","1530 - 1568",NA,38,"UK:Great Britain",6,1
"L85B-TTX",NA,"Elizabeth Ann Stone","1526 - 1605",NA,79,"UK:Great Britain",4,3
"M6BH-F73",NA,"Henry Sherman","1511 - 1590",NA,79,"UK:Great Britain",7,0
"M6YJ-47W",NA,"Agnes Perpoynt","1521 - Unknown",NA,59,"UK:Great Britain",7,1
"LKKM-HCX",NA,"William Pellett","1510 - Unknown",NA,47,"UK:Great Britain",10,6
"GWP9-4RG",NA,"Eleanor Clere","1505 - 1558",NA,52,"UK:Great Britain",10,3
"LTW9-JMB",NA,"John Makin Sr","1522 - 1562",NA,40,"UK:Great Britain",3,0
"MNQ9-FLQ",NA,"Katherine Sherman","1526 - 1548",NA,22,"UK:Great Britain",3,12
"LTW9-XR6",NA,"Thomas Westbrome","1526 - Unknown",NA,68,"UK:Great Britain",6,0
"L43D-YFP",NA,"Elizabeth Bell","1530 - 1581",NA,51,"UK:Great Britain",6,7
"LZX2-LJ4",NA,"John Flegg","1465 - 1536",NA,71,"UK:Great Britain",4,1
"LZ4N-2SD",NA,"Margaret Wenne","1468 - 1525",NA,58,"UK:Great Britain",4,1
"LVZ6-GXG",NA,"Tiege Owen  ""The Strong"" O'Sullivan","1440 - 1505",NA,65,"Ireland",4,1
"GQQK-SPY",NA,"Finghin MacCarthy Reagh, 10th Prince of Carbery","1440 - 1505",NA,65,"Ireland",6,2
"GWGT-RS9",NA,"Lady Catherine FitzGerald","1455 - 1490",NA,35,"Ireland",6,10
"LTB9-Z9J",NA,"Gerald FitzMaurice FitzGerald, 8th Earl of Kildare","1455 - 1513",NA,58,"Ireland",15,6
"G38Y-TP1",NA,"Alison FitzGerald or Eustace Countess of Kildare","1457 - 1495",NA,38,"Ireland",11,0
"LTM2-36Y",NA,"James fitzjohn Barry","1485 - 1557",NA,72,"Ireland",4,0
"G9GC-QKY",NA,"Ellen Reardan","1485 - 1574",NA,89,"Ireland",1,0
"LCQN-LMQ",NA,"Sir James FitzGerald of Leixlip","1491 - 1537",NA,46,"Ireland",1,4
"L4BR-9D4",NA,"Margaret Darcy","1480 - 1527",NA,47,"Ireland",1,0
"LH8N-MZL",NA,"Cormac MacCarthy 10th Lord of Muskerry","1447 - 1537",NA,90,"Ireland",9,2
"GZ5Y-475",NA,"Catherine Barry","1456 - 1527",NA,71,"Ireland",8,0
"LD8D-N31",NA,"Sir Piers Butler","1467 - 1539",NA,72,"Ireland",10,9
"LD8D-N7S",NA,"Lady Margaret FitzGerald","1472 - 1542",NA,70,"Ireland",9,9
"LTC8-G1D",NA,"James FitzMaurice Fitzgerald 10th Earl of Desmond","1480 - 1529",NA,49,"Ireland",9,3
"LVKZ-DR9",NA,"Amy Turlogh O'Brien","1491 - 1537",NA,46,"Ireland",8,1
"G4X1-DP8",NA,"George LeFleming","1476 - 1593",NA,117,"Ireland",6,4
"LD58-HWK",NA,"Ellice Butler","1480 - Unknown",NA,NA,"Ireland",5,9
"9VGJ-CRV",NA,"Bartholemew Dillon","1478 - 1533",NA,55,"Ireland",8,7
"GLSF-PCS",NA,"Elizabeth Barnewall","1482 - 1546",NA,64,"Ireland",3,0
"GDY2-J9D",NA,"Sir William Preston","1463 - 1532",NA,69,"Ireland",10,3
"LVC3-NS5",NA,"Anne Burnell","1475 - 1532",NA,57,"Ireland",6,1
"LRTC-B7R",NA,"Gerald FitzGerald","1487 - 1542",NA,55,"Ireland",11,9
"GQD1-2SG",NA,"Elizabeth Zouche","1485 - 1517",NA,32,"UK:Great Britain",4,7
"GJSP-QQ2",NA,"Thomas FitzGerald 7th Earl of Desmond","1419 - 1468",NA,49,"Ireland",11,4
"GK5Y-QB5",NA,"Baroness of Desmond Ellice de Barry","1431 - 1486",NA,55,"Ireland",11,5
"KHVS-98T",NA,"Mahon O'Brien Earl of Thomond","1440 - 1540",NA,100,"Ireland",2,0
"GVSF-F1Y",NA,"Elizabeth O'Brien","1450 - Unknown",NA,NA,"Ireland",2,0
"GD56-ZJY",NA,"Sir Albert Richard Perry Of Kirkton","1480 - 1594",NA,114,"UK:Great Britain",6,2
"2T1P-DW5",NA,"Agnes Stalworth","1482 - 1528",NA,46,"UK:Great Britain",6,0
"GW3W-GZT",NA,"Thomas Coney","1485 - 1545",NA,60,"UK:Great Britain",3,1
"L7X2-M3S",NA,"Agnes  Princess of Coney born Oldenburg","1486 - 1545",NA,59,"Germany",3,8
"GSG1-5TW",NA,"Robert Cutter","1504 - 1525",NA,21,"UK:Great Britain",1,0
"G2G8-VHG",NA,"Mrs. Robert Cutter","1504 - Unknown",NA,NA,"UK:Great Britain",1,0
"GK7C-XFJ",NA,"Richard Smythe","1506 - 1558",NA,52,"UK:Great Britain",1,0
"GK7C-667",NA,"Alice Smythe","1500 - 1579",NA,79,"UK:Great Britain",1,0
"G8K5-NR4",NA,"John Ledrede","1501 - Unknown",NA,NA,"UK:Great Britain",1,0
"LKCY-RHZ",NA,"Mrs. John Ledrede","1508 - Unknown",NA,NA,"UK:Great Britain",1,0
"L1QT-6VR",NA,"James Wilkerson","1530 - 1560",NA,31,"UK:Great Britain",1,0
"G7SP-3KF",NA,"Elizabeth Blount","1535 - 1612",NA,77,"UK:Great Britain",1,15
"GHPK-7F1",NA,"Henry Banks","1510 - 1547",NA,37,"UK:Great Britain",2,0
"GHPK-8NJ",NA,"Isabella Lister","1508 - 1598",NA,90,"UK:Great Britain",2,0
"GDWL-4JS",NA,"John Pigge Of Widdington","1507 - 1547",NA,40,"UK:Great Britain",1,0
"GDWL-F9M",NA,"Margaret Saunders","1511 - 1593",NA,82,"UK:Great Britain",1,0
"LHNG-M8B",NA,"Roger Cockayne","1496 - 1556",NA,60,"UK:Great Britain",6,7
"9JWV-2XJ",NA,"Katherine Baddesley","1495 - 1558",NA,63,"UK:Great Britain",6,0
"G8LL-DQ5",NA,"Sir George Southe","1500 - 1578",NA,78,NA,5,0
"L6PH-8B7",NA,"Jane Grace Danby","1505 - 1582",NA,77,NA,5,5
"LBHN-H4X",NA,"Robert Fiske","1521 - 1600",NA,79,"UK:Great Britain",7,7
"MS9G-GNT",NA,"Sybil Gould","1525 - 1571",NA,46,"UK:Great Britain",7,7
"LH5W-Q7K",NA,"Walter Anstye","1525 - 1620",NA,95,"UK:Great Britain",8,0
"LZDL-86R",NA,"Alice Fullman","1524 - 1571",NA,47,"UK:Great Britain",8,0
"GS4B-GMX",NA,"Thomas Foster","1490 - 1555",NA,65,"UK:Great Britain",1,0
"GS4B-55K",NA,"Lady Maud Fitzgeffry","1495 - Unknown",NA,NA,"UK:Great Britain",1,0
"GHMH-QVS",NA,"Thomas Church","1500 - 1559",NA,59,"UK:Great Britain",2,0
"LHC6-1ZG",NA,"Gertrude Tyrrell","1501 - 1541",NA,40,"UK:Great Britain",13,0
"KC69-8X5",NA,"Richard Greneway","1518 - 1551",NA,33,"UK:Great Britain",1,1
"L447-85L",NA,"Joan Tylney","1519 - 1600",NA,81,"UK:Great Britain",1,0
"G24Y-MC8",NA,"Sir John Harcourt","1525 - 1582",NA,57,"UK:Great Britain",7,0
"G24T-QZ7",NA,"Lady Mary Maria Aston","1530 - 1610",NA,80,"UK:Great Britain",7,0
"MFMV-95D",NA,"William Kingston","1476 - 1540",NA,64,"UK:Great Britain",8,0
"G27R-4C4",NA,"Mary Scrope","1476 - 1548",NA,72,"UK:Great Britain",8,2
"GKDL-HNB",NA,"Anthony Kingston","1490 - 1556",NA,66,"UK:Great Britain",2,7
"GKD2-LS7",NA,"Lady Dorothy Harpur","1500 - 1532",NA,32,"UK:Great Britain",2,0
"GWBS-9XD",NA,"John Woodborne","1496 - 1579",NA,83,"UK:Great Britain",2,0
"9HFM-F77",NA,"Mary Coates","1496 - 1526",NA,31,"UK:Great Britain",2,0
"G7LR-2TB",NA,"William Ravens","1475 - 1502",NA,27,"UK:Great Britain",1,0
"L61P-7PQ",NA,"JoHanna E. Starlying","1480 - 1536",NA,56,"UK:Great Britain",1,0
"L25J-K5T",NA,"Richard Doggett","1481 - 1526",NA,45,"UK:Great Britain",9,0
"LR1X-MX6",NA,"Sarah Ann LeGris","1485 - 1580",NA,95,"UK:Great Britain",9,0
"9CSQ-FPV",NA,"Robert Starlyng","1460 - Unknown",NA,44,"UK:Great Britain",3,0
