"fid","QID","name","lifespan","age_at_death","birth_country","children","siblings"
"MMLC-FWQ",NA,"John Wells","Unknown - Unknown",NA,NA,3,4
"MMVD-1YN",NA,"Sarah Welwing","1651 - 1687",36,"UK:Great Britain",3,0
"MN6V-LHB",NA,"John Bidwell","1615 - 1683",72,"UK:Great Britain",7,0
"MNHX-RM5",NA,"Valentine Browne","1572 - 1633",61,"Ireland",11,9
"MPPB-LWF",NA,"Isabell Treadway","1591 - 1649",58,"UK:Great Britain",16,6
"MPRQ-SB2",NA,"Elizabeth Austin","1596 - 1677",81,"UK:Great Britain",4,7
"MQX1-ZC8",NA,"Nicholas Paine","1665 - 1694",29,"USA",4,1
"MRHD-KV1",NA,"Martha Kirby","1585 - Unknown",43,"UK:Great Britain",5,9
"MS89-51B",NA,"Magness Hughson","1650 - Unknown",NA,"UK:Great Britain",5,0
"MS89-RMK",NA,"Janet Mouat","1652 - Unknown",NA,"UK:Great Britain",5,0
"MTCZ-GW1",NA,"Ceicly","1616 - Unknown",NA,"UK:Great Britain",4,0
"MTDG-2WT",NA,"Henry Howland II of Fenstanton.","1603 - 1671",68,"UK:Great Britain",8,6
"MTMV-LGC",NA,"Joan Pittfield","1634 - Unknown",NA,"UK:Great Britain",1,4
"MVLJ-KYX",NA,"Henry Pyne","Unknown - Unknown",NA,NA,8,1
"MVSH-1H7",NA,"Isobel Craig","1626 - 1680",54,"UK:Great Britain",11,0
"MWMR-TZB",NA,"Ellen Tredwell","1568 - 1602",34,"UK:Great Britain",4,6
"MX4R-4BP","Q109334678","Margaret Hulins","1595 - 1684",89,"UK:Great Britain",9,6
"MX8D-72C",NA,"Ann Dun","Unknown - Unknown",NA,NA,1,0
"MX8D-7KG",NA,"Robert Bradley","Unknown - Unknown",NA,NA,1,8
"MXDW-2VC",NA,"Andrew Lester","1615 - 1669",54,"UK:Great Britain",12,2
"MXHL-3CF",NA,"Jeane Lawsoune","1625 - Unknown",NA,"UK:Great Britain",5,0
"MYFL-KY6",NA,"Barbara Bradley","1620 - 1654",34,"UK:Great Britain",8,1
"21JK-QC9",NA,"William Gwilym","1613 - Unknown",NA,"UK:Great Britain",1,0
"247P-BCB",NA,"Richard Peart","Unknown - 1665",78,NA,4,6
"247P-BN4",NA,"Susanna George","1590 - 1633",43,"UK:Great Britain",4,0
"26LN-WN5",NA,"William Cockcroft Sr.","1605 - 1677",72,"UK:Great Britain",7,1
"27BK-MZJ",NA,"Dorothy Barber","1577 - 1671",94,"UK:Great Britain",1,2
"2HSD-7G9",NA,"Margaret Elizabeth Ross","1576 - 1645",69,"UK:Great Britain",6,0
"2Q1M-QDK",NA,"Erasmus Howe","1554 - 1594",41,NA,4,3
"2XM9-NX7",NA,"Nicholas Browne","1550 - 1606",56,"Ireland",11,0
"412Y-12S",NA,"Sarah Hayward","1564 - 1650",86,"UK:Great Britain",1,0
"4221-9Y1",NA,"Mary P Gray","1573 - Unknown",NA,"UK:Great Britain",1,0
"4561-JZS",NA,"Gertrude Watson","Unknown - Unknown",NA,NA,9,0
"4D7S-72R",NA,"Lucy Seager","1604 - 1665",61,"UK:Great Britain",3,0
"4FJK-1TM",NA,"Mrs. Henry Lamprey","1594 - Unknown",NA,"UK:Great Britain",1,0
"4J1H-TQB",NA,"Agnes Upton","1554 - Unknown",NA,"UK:Isle of Wight",4,4
"4KZQ-J1Y",NA,"Margaret Mayse","1567 - 1620",52,"UK:Great Britain",12,0
"4RF6-4KK",NA,"Mary Cramphorne","1562 - 1607",45,"UK:Great Britain",13,2
"4YZ5-NW5",NA,"Margaret Lawrence","1557 - 1621",64,"UK:Great Britain",10,15
"9336-4BD",NA,"Margaret","1567 - 1629",62,"UK:Great Britain",7,0
"93LW-FNH","Q96201708","Edward Bangs","1591 - Unknown",87,"UK:Great Britain",10,0
"93SD-F8P",NA,"Anthony Fisher","Unknown - 1671",80,NA,7,8
"93VV-JRR",NA,"Mary Hill","1570 - 1605",35,"UK:Great Britain",6,0
"9481-6GV",NA,"John Thomas","1616 - 1671",55,"UK:Great Britain",7,0
"94QW-5B5",NA,"Lucia Warde","1604 - 1665",61,"UK:Great Britain",9,6
"94RB-17S",NA,"John Strong","1585 - 1613",28,"UK:Great Britain",2,4
"94YN-5LG","Q16863810","Richard Treat Sr.","1584 - 1669",84,"UK:Great Britain",13,6
"969F-PCX",NA,"John Chapman","1613 - 1655",42,"UK:Great Britain",2,0
"9788-PXV",NA,"Elizabeth Barrow","1600 - 1620",20,"UK:Great Britain",1,0
"99G4-9N9",NA,"Simon Tuttle","1560 - 1630",70,"UK:Great Britain",4,6
"9C4G-MKY",NA,"Joseph Judson","1619 - 1690",71,"UK:Great Britain",12,4
"9C6F-VV1",NA,"Isabel Wells of Ringstead","1565 - 1635",70,"UK:Great Britain",4,3
"9CDG-YVS",NA,"Humphrey Barrett","1592 - 1662",70,"UK:Great Britain",7,4
"9CX3-VJZ",NA,"Stephen Jordan","1590 - 1669",79,"UK:Great Britain",3,0
"9DM1-3HT",NA,"Verena Boesinger","1618 - Unknown",NA,"Switzerland",10,0
"9DTT-B4C",NA,"Elizabeth Charde","1591 - 1643",52,"UK:Great Britain",7,0
"9F94-ZLW",NA,"Ann Rushall","1579 - 1614",35,"UK:Great Britain",4,1
"9H7Q-96C",NA,"Alice Tomes","1592 - 1645",52,"UK:Great Britain",8,9
"9HFS-4X2",NA,"Catherine Fleming","1556 - 1597",41,"Ireland",4,1
"9HJR-B9D",NA,"Martin Hüther","1590 - 1645",55,NA,2,0
"9HJR-BSY",NA,"Catharina Wagner","1590 - Unknown",NA,"Germany",2,0
"9J7N-FK6",NA,"Elizabeth Vials","1613 - Unknown",NA,"USA",1,5
"9J7N-FKD",NA,"Richard Smith","1623 - 1714",91,"UK:Great Britain",1,0
"9JCC-DJV",NA,"Mrs. Henry Brooks","1595 - 1663",68,"UK:Great Britain",10,0
"9JFG-NQ2",NA,"Mrs Thomas Paine","1574 - Unknown",NA,"UK:Great Britain",1,0
"9KD4-7D7",NA,"Samuel Tamsen Mathews","1570 - 1601",31,NA,2,0
"9M6P-M83",NA,"Johannes Edward Ward","1560 - 1603",43,"UK:Great Britain",18,7
"9MG1-Y5Q",NA,"Daniel Tolles","1604 - 1636",32,"UK:Great Britain",1,0
"9MQ6-YH8",NA,"John Wilkinson","1569 - 1655",86,"UK:Great Britain",8,6
"9MQD-9FV",NA,"Susannah","1613 - 1681",68,"UK:Great Britain",9,0
"9N4X-NWV",NA,"Hanß Müller","Unknown - Unknown",NA,NA,1,0
"9N83-41R",NA,"Mary Hudson","1645 - 1702",57,"USA",5,4
"9NNL-94G",NA,"Hugh Drury","1616 - 1689",73,"UK:Great Britain",2,0
"9Q7G-GJL",NA,"Ellen Ungle","1521 - 1596",75,"UK:Great Britain",15,0
"9QCV-71Q",NA,"Margaret Abbott","1592 - 1662",70,"UK:Great Britain",14,4
"9QHJ-R72",NA,"Elizabaeth Hyatt","1582 - 1659",77,"UK:Great Britain",3,0
"9QND-1VJ",NA,"Robert Baguley","1578 - Unknown",48,"UK:Great Britain",10,3
"9S1F-SK9",NA,"Helena Esther Barry","1549 - 1620",71,NA,4,10
"9SGS-LLY",NA,"Richard Butler","1610 - 1684",73,"UK:Great Britain",10,7
"9SN8-G9S",NA,"John Abram Brown","1576 - 1662",85,"UK:Great Britain",4,2
"9SN8-GS9",NA,"Dorothy Unknown","1584 - 1674",90,"UK:Great Britain",3,0
"9SSX-7D1",NA,"Eulalia Marche","1600 - 1690",90,"UK:Great Britain",13,7
"9V4K-YPY",NA,"Thomas Gibbons","1585 - 1656",71,"UK:Great Britain",9,5
"9VCL-P29",NA,"Edward Blake","1626 - 1692",66,"UK:Great Britain",13,6
"9VLJ-N38",NA,"Niesge Withaer","1584 - Unknown",NA,"Netherlands",1,0
"9VPW-JH5",NA,"John Smith","1611 - 1673",62,"UK:Great Britain",7,0
"9VSB-B74",NA,"Peter Menges Jr.","1619 - 1685",65,"Germany",4,7
"9VTN-V4T",NA,"John Betts of Bearsted, Kent","Unknown - 1620",43,NA,10,8
"9VZ4-58K",NA,"Edward Bennett","1594 - 1645",51,"UK:Great Britain",9,0
"9W1R-6Z3",NA,"Magdalene Treathone","1577 - 1642",65,"UK:Great Britain",8,6
"9WFC-R9G",NA,"Matthew Marvin","Unknown - 1678",78,"UK:Great Britain",9,10
"9WMK-G8T",NA,"Robert Farr","1595 - Unknown",62,"UK:Great Britain",4,0
"9WY1-38D",NA,"Mrs. William Mumford","1591 - Unknown",NA,"UK:Great Britain",4,0
"9WYB-C2B",NA,"Alice Glover Stephens","1588 - 1644",56,"UK:Great Britain",1,14
"9WYP-N35",NA,"William Richard Covey","1551 - 1611",60,"UK:Great Britain",1,2
"9X7X-T83",NA,"Thomas Strong","1579 - 1663",84,"UK:Great Britain",10,4
"9XMJ-4GS",NA,"William Hilton II","1550 - 1605",55,"UK:Great Britain",5,2
"9XSD-CKN",NA,"Sara Colle","1575 - 1639",64,"Germany",5,0
"9ZHY-H1V",NA,"Henry Andrews","1630 - 1676",46,"USA",14,4
"9ZWS-PRD",NA,"William Thake","1571 - 1630",59,"UK:Great Britain",9,0
"C6RW-LD3",NA,"Margaret Askew","1586 - 1645",59,"USA",1,0
"CWXS-ZML",NA,"Anna Barbara Mueller","Unknown - 1665",NA,"Germany",1,0
"G21B-8M1",NA,"Elizabeth Fisherman","1610 - 1701",91,NA,1,0
"G21B-XWP",NA,"John Hubbard","1610 - 1675",65,"UK:Great Britain",1,2
"G22C-LGM",NA,"john h finlawsoune","1575 - 1634",59,"UK:Great Britain",1,0
"G25M-718",NA,"Clara","1588 - Unknown",NA,"UK:Great Britain",3,0
"G25M-71X",NA,"John Wadman","Unknown - Unknown",NA,NA,1,0
"G25R-1L2",NA,"maybe Nicholas Payne","Unknown - Unknown",NA,NA,2,0
"G297-L1H",NA,"John Baker Becker Sr.","1598 - 1673",75,"UK:Great Britain",1,0
"G29W-D4Z",NA,"Hannah Beecher Langford","1584 - 1659",75,"UK:Great Britain",1,0
"G2HB-BKP",NA,"John William Baker Sir","1570 - 1642",72,"UK:Great Britain",1,0
"G2HZ-FNQ",NA,"Henry Fox","1587 - Unknown",NA,"UK:Great Britain",1,4
"G2QQ-5P7",NA,"Jane Stones","1598 - 1660",62,"UK:Great Britain",4,5
"G2QQ-7B3",NA,"Lt Robert Vinton","1595 - 1639",44,"UK:Great Britain",3,6
"G2R6-QL8",NA,"Agnes Browne","1582 - 1620",39,NA,3,2
"G2RH-1GK",NA,"Rebecca Lynn Eyre","1588 - 1678",90,"Ireland",1,0
"G2RH-671",NA,"Thomas Tooley","1585 - 1684",99,"Ireland",1,0
"G2WB-KN5",NA,"Frances Holmes","1606 - Unknown",57,"UK:Great Britain",7,1
"G2XZ-WCP",NA,"Richard Carter","1621 - 1677",56,"UK:Great Britain",8,4
"G2YX-CB2",NA,"Elizabeth Sawyer","1600 - 1658",58,"USA",4,0
"G33M-6GH",NA,"Benjamin Moulton","1592 - Unknown",31,"UK:Great Britain",2,8
"G34Z-234",NA,"Thomas GARAT","1630 - 1699",69,"France",7,1
"G34Z-FY8",NA,"Marguerite MICHEL","1637 - 1687",50,"France",7,0
"G3P7-MV2",NA,"John Bunker","1575 - 1623",48,"UK:Great Britain",5,6
"G3PG-MQ3",NA,"Mary Nelson","1624 - Unknown",45,"UK:Great Britain",6,0
"G3PH-393",NA,"Elizabeth Wright","1584 - Unknown",NA,"UK:Great Britain",4,0
"G3SN-R6H",NA,"Edward Beauchamp Seymour","1586 - 1618",32,"UK:Great Britain",8,7
"G3TJ-SD8",NA,"Anne Allard","Unknown - 1644",41,"UK:Great Britain",1,0
"G3WP-ZRN",NA,"Richard Talley","1627 - Unknown",NA,"UK:Great Britain",1,0
"G3YC-C4X",NA,"Robert Spencer","1600 - Unknown",NA,"UK:Great Britain",1,0
"G47B-1G6",NA,"Johann Schroder","1580 - 1650",70,NA,1,0
"G4N8-JPX",NA,"Rebecka","1616 - Unknown",61,NA,9,0
"G4NL-31V",NA,"Elisabeth","Unknown - Unknown",NA,NA,2,0
"G4PP-GHZ",NA,"Dorothy Parsons","1640 - 1704",64,"USA",2,0
"G4QZ-BFT",NA,"Phillipa Jonson","1610 - 1650",40,"UK:Great Britain",8,0
"G4SH-HHD",NA,"Richard Ham","1570 - 1608",38,"UK:Great Britain",3,1
"G4WW-JPV",NA,"Mary Clifford","1590 - 1650",60,"UK:Great Britain",1,11
"G4XN-2GC",NA,"Dame Agnes Charteris of Amisfield","1581 - Unknown",NA,"UK:Great Britain",14,8
"G4XN-HWP",NA,"Sir James Thomas Kirkpatrick","1580 - 1645",65,"UK:Great Britain",19,0
"G64V-VDD",NA,"Mrs. Robert Lawsoune","1605 - Unknown",NA,"UK:Great Britain",1,0
"G6D3-W6M",NA,"Margaret Endersby","1589 - 1604",14,"UK:Great Britain",3,0
"G6HM-6DN",NA,"Mary Worburton","1614 - 1639",25,"UK:Great Britain",1,0
"G6KL-MPY",NA,"Marion Young","1600 - 1640",40,"UK:Great Britain",7,0
"G6KL-S19",NA,"Robert Davidson","1600 - Unknown",NA,"UK:Great Britain",7,0
"G6QZ-D8F",NA,"Richard Watkins II","1600 - 1654",54,"UK:Great Britain",6,4
"G6V2-GXR",NA,"Richard Hurlbut Jr","1574 - 1637",62,"UK:Great Britain",15,4
"G6V2-N9C",NA,"Anne Bower","1578 - 1614",36,"UK:Great Britain",13,1
"G6VN-Q2B",NA,"Judith Vassall","1567 - 1650",83,"UK:Great Britain",6,0
"G6W8-6JS",NA,"John Cage","1584 - Unknown",NA,"UK:Great Britain",1,7
"G6XF-NL3",NA,"Hans Pieter de Brier","1575 - 1645",69,"Germany",4,0
"G77Z-Z46",NA,"Wolstone Childe","1569 - 1602",32,"UK:Great Britain",7,5
"G7JD-G6K",NA,"William Rawlins","1555 - 1637",82,"UK:Great Britain",2,0
"G7VQ-MFF",NA,"Nancy J. Stampe","1579 - 1628",49,"UK:Great Britain",3,7
"G85N-MNM",NA,"Agnes Burrowe","1576 - Unknown",NA,"UK:Great Britain",3,0
"G8CT-4PJ",NA,"Lady Rebecca Claiborne","1593 - 1650",57,"UK:Great Britain",10,0
"G8J7-26Y",NA,"Margaret Fleming","1600 - 1675",75,"UK:Great Britain",10,0
"G8P9-CRM",NA,"Ann Agnes Derby","1567 - 1637",70,"UK:Great Britain",3,7
"G8SJ-HMD",NA,"Mary Hawes","1590 - 1663",73,"UK:Great Britain",7,0
"G8SM-SWL",NA,"Sir George Moore","1563 - 1632",68,"UK:Great Britain",3,7
"G8TV-T6B",NA,"Ann Susanna Kirbie","1614 - 1700",86,"UK:Great Britain",10,0
"G8VC-312",NA,"John Cartwright","1600 - Unknown",NA,NA,4,0
"G91F-CKG",NA,"Mary Francis Hinton","1575 - 1633",58,"UK:Great Britain",3,0
"G92P-C53",NA,"Johannes Winn","1610 - Unknown",NA,"Germany",1,0
"G92Y-2ZX",NA,"Anna Catharina Kaul","1614 - Unknown",NA,"Germany",2,0
"G92Y-GB4",NA,"Theyes Weber","1615 - 1670",55,"Germany",1,0
"G96W-9GY",NA,"Thomas Berwick Milton","1570 - 1640",70,"UK:Great Britain",7,6
"G983-SS6",NA,"Penelope Cheney","Unknown - Unknown",NA,NA,3,0
"G99B-GTX",NA,"Richard Hughes","1610 - 1687",77,"UK:Great Britain",3,0
"G9BX-6C8",NA,"John Wood VI","1565 - Unknown",NA,"UK:Great Britain",4,2
"G9C7-Z7H",NA,"James Rankin","1595 - 1667",72,"UK:Great Britain",10,5
"G9LN-5BP",NA,"Samuel Fox","1583 - 1630",47,"UK:Great Britain",1,0
"G9SV-3KD",NA,"William Land Sr.","1571 - 1647",75,"UK:Great Britain",16,4
"G9VM-LPK",NA,"William Francis Nicholls","1573 - 1620",47,"UK:Great Britain",12,2
"G9XC-YH1",NA,"Elizabeth Baskerville","1528 - 1593",65,"UK:Great Britain",8,0
"G9XD-M2H",NA,"Matthias Becker","1603 - Unknown",0,"Germany",2,1
"GC29-LF2",NA,"Susanna Payne","1584 - 1631",47,"UK:Great Britain",24,14
"GC46-VB1",NA,"Mary Leonard","1590 - Unknown",NA,"UK:Great Britain",1,0
"GC84-K87",NA,"Katherina","1600 - Unknown",NA,"Germany",6,0
"GCDF-SCP",NA,"Erma Biduaga","1575 - 1635",60,"UK:Great Britain",1,0
"GCDX-Y1F",NA,"William Claude Cook Jr","1570 - 1630",60,"UK:Great Britain",1,0
"GCQ8-BYZ",NA,"Morris","1590 - Unknown",NA,NA,1,0
"GCQJ-WGD",NA,"Daniel Livermore","Unknown - Unknown",52,"UK:Great Britain",3,4
"GCRN-YNK",NA,"Anna Joanna Ison","1597 - 1689",92,"UK:Great Britain",3,0
"GD31-995",NA,"Catherine Hilton","1564 - 1655",91,"UK:Great Britain",1,4
"GD61-GTX",NA,"Avis Streame","1585 - 1622",37,"UK:Great Britain",5,0
"GD7V-L9L",NA,"Grace","Unknown - Unknown",NA,NA,5,0
"GDDM-F1Q",NA,"Robert Porter","1620 - 1651",31,"UK:Great Britain",4,3
"GDGK-MH1",NA,"Ruth Katherine Gorsuch","1644 - 1657",13,"UK:Great Britain",1,14
"GDLH-V89",NA,"Abraham Sands","1613 - 1650",37,"UK:Great Britain",10,7
"GDMN-3FM",NA,"Jerome Pyce Pease","1584 - 1682",98,"UK:Great Britain",1,0
"GDRX-9KF",NA,"Willem Cornelis Rudolph Janz","1564 - 1630",66,"Netherlands",2,1
"GDWS-RJP",NA,"William Whitby III","1598 - 1669",71,"UK:Great Britain",1,5
"GDZD-5W5",NA,"Elisabetha","Unknown - Unknown",NA,NA,2,0
"GDZD-TWP",NA,"Georg Cloninger","1615 - Unknown",NA,"UK:Great Britain",2,0
"GF14-XMP",NA,"Christoph Rauw","1633 - Unknown",NA,"Germany",1,0
"GF1T-CHG",NA,"Margaret","1553 - Unknown",NA,"UK:Great Britain",5,0
"GF4G-1BN",NA,"Chandler","Unknown - Unknown",NA,NA,1,0
"GF4J-W5J",NA,"Lucy Walters","1555 - Unknown",NA,"UK:Great Britain",1,0
"GF5V-1Q1",NA,"Francis Chamberlain","1589 - 1623",34,"UK:Great Britain",14,3
"GF8L-YQM",NA,"George Hutchinson","1551 - Unknown",NA,"UK:Great Britain",3,3
"GFDQ-6XY",NA,"Mary Miller","1605 - 1693",88,"USA",1,0
"GFDQ-CQF",NA,"John Wormall","1575 - Unknown",NA,"UK:Great Britain",1,0
"GFDQ-ZG6",NA,"Sarah Wormall","1578 - Unknown",NA,"UK:Great Britain",1,0
"GFDQ-ZGZ",NA,"John Twigg Hodges ""Captain""","1596 - 1654",58,"UK:Great Britain",1,1
"GFHC-BYC",NA,"Mary Winch","1589 - 1641",52,"UK:Great Britain",1,0
"GFHC-FB3",NA,"Edward Everett","1590 - 1682",92,"UK:Great Britain",1,9
"GFJB-3NH",NA,"David Gassenmayer","Unknown - Unknown",NA,NA,1,0
"GFJB-P3Z",NA,"x","Unknown - Unknown",NA,NA,1,0
"GFWM-DMC",NA,"Ann Clibben","1630 - 1691",61,"UK:Great Britain",1,0
"GFWM-K36",NA,"John Miller","1633 - 1714",81,NA,1,0
"GG3P-VD8",NA,"Sir John Borodell ""Knight""","1585 - 1643",58,"Ireland",2,0
"GG3P-ZWY",NA,"Anne ""Helen"" Broughton","1593 - 1615",22,"Ireland",2,4
"GGCQ-471",NA,"Samuel George Allen","1567 - 1675",107,"UK:Great Britain",1,0
"GGJP-T9D",NA,"Dame, Anna Elphinstone","1627 - 1707",80,"UK:Great Britain",4,0
"GGLX-2FM",NA,"John Henry Anderson","Unknown - Unknown",NA,NA,1,0
"GGMH-MMR",NA,"Mary Thompson","1598 - 1640",42,"UK:Great Britain",5,17
"GGMK-162",NA,"Grace","1574 - Unknown",NA,"UK:Great Britain",2,2
"GGQ1-D98",NA,"Katherine Bewicke","1596 - 1643",47,"UK:Great Britain",2,0
"GGQ3-XY5",NA,"Francis Wyman","1592 - 1658",66,NA,1,0
"GGQ3-XY6",NA,"Elizabeth Richardson","1593 - 1630",37,NA,1,0
"GGQM-THC",NA,"Peter Cloyes","1567 - 1604",37,"UK:Great Britain",1,0
"GGV7-6R2",NA,"Colonel Thomas Ligon III","1632 - 1675",43,"UK:Great Britain",7,4
"GH16-P4B",NA,"Mary Canne","1575 - 1642",67,"UK:Great Britain",6,4
"GHJV-NBV",NA,"Christopher P Rhodes","1635 - 1666",31,"Guernsey",1,1
"GHJV-X6H",NA,"Hannah Ann Beaumont Barbee","1638 - 1717",79,"USA",1,0
"GHN9-H5S",NA,"John Dobbs","1600 - Unknown",NA,NA,1,0
"GHN9-L7J",NA,"Margerie","1600 - Unknown",NA,NA,1,0
"GHPK-C5N",NA,"Jannetgen Serwouter","1562 - 1620",58,"Netherlands",5,0
"GHZF-642",NA,"Ann","1637 - 1675",38,"UK:Great Britain",1,0
"GHZF-RRD",NA,"William Cord","1636 - 1675",39,"UK:Great Britain",1,0
"GJ7T-FV7",NA,"Richard Dennis","1630 - Unknown",NA,"USA",1,0
"GJ7T-H12",NA,"Martha Royall","1630 - Unknown",NA,"USA",1,0
"GJ9D-YWL",NA,"Elizabeth Motte -Wood","1564 - 1636",72,"UK:Great Britain",4,0
"GJBD-X3C",NA,"Jane Conyers","1576 - Unknown",NA,"UK:Great Britain",2,11
"GJBZ-926",NA,"James Conyers Lawson","1575 - 1631",56,"UK:Great Britain",2,6
"GJT3-QJL",NA,"Unknown 1st wife of Joseph Holland","Unknown - Unknown",NA,NA,3,0
"GJTC-6MR",NA,"Anna Kirby","1579 - 1609",30,"UK:Great Britain",8,0
"GJTC-D3K",NA,"Mary Baker","Unknown - 1617",54,NA,12,4
"GK1N-WW5",NA,"Mr Andrews","1600 - Unknown",NA,"UK:Great Britain",1,0
"GK2B-SZX",NA,"Emily Josephine Fox","1590 - Unknown",NA,"UK:Great Britain",1,0
"GK4Q-KBJ",NA,"Mrs. Ralph Wallis","1600 - Unknown",NA,"UK:Great Britain",1,0
"GKB4-9BF",NA,"Richard Bluett","1549 - 1615",66,"UK:Great Britain",1,0
"GKGF-JN2",NA,"Andrew David Cameron Linn","1610 - 1684",74,"USA",2,2
"GKGN-C93",NA,"Ann Margaret Blair","1610 - 1660",50,"UK:Great Britain",3,2
"GKHT-R5P",NA,"Elizabeth Dyrant","1538 - 1580",42,"UK:Great Britain",3,0
"GKK1-YTJ",NA,"Rebecca Craddock","1630 - 1682",52,"USA",6,0
"GKL6-Y7K",NA,"Isobel ""Grizel"" Hamilton","1588 - 1662",74,"UK:Great Britain",2,17
"GKLX-4D2",NA,"William Cunningham, Lord High Chancellor of Scotland","1585 - 1676",91,"UK:Great Britain",2,1
"GKRM-WL5",NA,"Dorothy Royale","1605 - Unknown",NA,"UK:Great Britain",3,0
"GKYC-RSP",NA,"Sir John Randall Of Bath","1545 - 1592",47,"UK:Great Britain",1,3
"GKYJ-KY9",NA,"Isabel Wilson","1590 - 1650",60,"UK:Great Britain",6,9
"GKYJ-LNY",NA,"Patrick Gilchrist","1587 - 1616",28,"UK:Great Britain",3,4
"GKYS-LZV",NA,"Lady Anne Plantagenet Cockerell","1542 - 1576",34,"UK:Great Britain",2,3
"GL4K-6CP",NA,"Adam Thurston","1561 - 1590",29,"UK:Great Britain",2,6
"GL84-FS1",NA,"Sir Robert Lockhart, Baron of Lee Castle","1591 - 1663",72,"UK:Great Britain",4,8
"GL9V-CWL",NA,"Sir Thomas Kennedy Master of Cassillis","1545 - 1602",57,"UK:Great Britain",15,1
"GLCF-G3J",NA,"Joan Hurst","1590 - Unknown",NA,"USA",1,0
"GLCF-LM7",NA,"John Tilley","1590 - Unknown",NA,"USA",1,0
"GLD3-QL7",NA,"Izaac Crawley","1600 - Unknown",NA,"UK:Great Britain",4,0
"GLJ3-16W",NA,"Alice Tarver","1594 - 1667",73,"UK:Great Britain",1,10
"GLJB-ZJN",NA,"Elizabeth Mary","1646 - 1760",114,"USA",3,0
"GLJY-1NP",NA,"William John Hackney","1645 - Unknown",56,"USA",3,1
"GLLF-4CD",NA,"Elizabeth Grace Peekes","1571 - 1604",33,"UK:Great Britain",1,0
"GLQ9-W43",NA,"John Debell","1600 - 1650",50,"UK:Great Britain",1,0
"GLQM-11J",NA,"Mary Gater","1598 - 1650",52,"UK:Great Britain",1,0
"GLSN-DJJ",NA,"Elizabeth Coffin-Jackson","1563 - 1624",60,"UK:Great Britain",7,4
"GLSN-Y8F",NA,"Richard Jackson","1561 - 1625",64,"UK:Great Britain",1,0
"GLSZ-31Y",NA,"Anna Lewis","1622 - 1665",43,"USA",7,0
"GLTK-BKQ",NA,"Nicholas Tibbets","1560 - Unknown",NA,NA,12,0
"GLTV-8G5",NA,"Sir John Plantagenet England*","1540 - 1631",91,"UK:Great Britain",1,9
"GLV3-815",NA,"Elizabeth Mallet","1651 - 1681",30,"UK:Great Britain",1,0
"GLYX-5DP",NA,"Mrs Daniel Tolles","1604 - Unknown",NA,"USA",1,0
"GLZW-DKT",NA,"Fenn","Unknown - Unknown",NA,NA,1,0
"GMFX-29D",NA,"Sir Richard Harrope","1582 - 1646",64,"UK:Great Britain",2,5
"GMR1-9SS",NA,"James Merritt Jr.","1627 - 1669",41,"UK:Great Britain",6,0
"GMRR-RWP",NA,"Thomas Huckins","1580 - 1630",50,"UK:Great Britain",2,3
"GMTC-WVH",NA,"Daniel Ross","1590 - 1630",40,"UK:Great Britain",6,1
"GMV4-9QX",NA,"Isabell Hill","1570 - Unknown",NA,NA,7,0
"GMW7-2CT",NA,"Joan Smithe","1596 - 1644",47,"UK:Great Britain",6,1
"GMXT-9ST",NA,"Eve Colin","1603 - Unknown",NA,"France",1,0
"GMXT-S37",NA,"Demange Lecomte","1598 - Unknown",NA,"France",1,0
"GMZP-7CS",NA,"Jeremiah Ainsworth","1612 - 1704",92,"UK:Great Britain",1,0
"GN29-X3Y",NA,"Mary Jans Lijsken","1560 - 1651",91,"Netherlands",1,0
"GN4J-F8K",NA,"Joan Cross","1598 - 1643",111,"Ireland",1,0
"GN4V-Z94",NA,"Johis Bodye","1585 - 1635",50,"UK:Great Britain",1,0
"GN4Y-5T3",NA,"Margaret Hallibrowne","1600 - Unknown",NA,"UK:Great Britain",1,0
"GN4Y-VYS",NA,"Thomas Wallis","1600 - 1671",71,"UK:Great Britain",1,0
"GNB2-F6H",NA,"Sarah Adams","1602 - 1697",95,"UK:Great Britain",1,0
"GNQH-CVK",NA,"Margaret","1605 - 1683",78,"UK:Great Britain",7,0
"GNVD-CB4",NA,"Mary Douglas","1570 - Unknown",NA,"UK:Great Britain",1,0
"GNVD-JMZ",NA,"Sir James  II Laird of Lee Castle Lockhart","1565 - 1663",98,"UK:Great Britain",1,0
"GQ33-5FX",NA,"Briggetta Matteson Jestenberg","1612 - 1692",80,"Sweden",4,0
"GQKY-HM4",NA,"Edward Maddox","1610 - 1690",79,"UK:Great Britain",1,11
"GQLC-ZX1",NA,"Marie Guth","Unknown - 1683",83,"France",9,0
"GQP1-DV2",NA,"Mary Smith","1586 - 1641",55,"UK:Great Britain",7,0
"GQSJ-L9L",NA,"Simon Charton","1570 - Unknown",NA,NA,2,0
"GS29-D2R",NA,"Sir William Baillie of Lamington","1558 - Unknown",NA,"UK:Great Britain",12,0
"GS9B-Q2G",NA,"Hugh Griffin","1582 - Unknown",NA,"UK:Great Britain",3,3
"GSB1-4BD",NA,"William John Lynford","1510 - 1574",64,"Ireland",1,0
"GSFQ-FBZ",NA,"William Morris","1580 - 1650",70,"UK:Great Britain",1,1
"GSQH-B63",NA,"Anna Katharina Speck","1585 - 1645",60,"Switzerland",1,6
"GSTN-2XH",NA,"Judith Lukyn","1570 - 1626",56,"UK:Great Britain",17,10
