"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"LRT4-NCT",NA,"Captain Wallace Finlayson","1683 - 1727",NA,44,"UK:Great Britain",4,2
"LC8Q-Y4K",NA,"Frances Bennett","1694 - 1765",NA,71,"USA",9,3
"LH6B-T45",NA,"Richard Carter","1694 - 1753",NA,59,"USA",10,3
"LYGX-8SK",NA,"Sarah Peavey","1700 - 1763",NA,63,"USA",10,12
"LH2J-K3M",NA,"Jonathan Moulton","1702 - 1735",NA,32,"USA",5,3
"L8HV-1V4",NA,"Elizabeth Lamprey","1702 - 1772",NA,70,"USA",5,11
"LH6B-TJG",NA,"John Reynolds","1700 - Unknown",NA,49,"USA",8,0
"LZXG-2LB",NA,"Grace Pine","1708 - 1745",NA,38,"USA",8,4
"LRBT-195",NA,"Daniel Morrison Jr","1668 - 1737",NA,69,"USA",12,0
"LVDL-6ZL",NA,"Hannah Griffin","1670 - 1700",NA,30,"USA",9,9
"975Y-VNS",NA,"David Littlefield","1660 - 1751",NA,91,"USA",10,8
"LR1L-ZR4",NA,"Mary Mercy Hill","1668 - 1746",NA,77,"USA",10,8
"KL43-Z4G",NA,"Samuel Stuart","1670 - 1752",NA,82,"USA",8,11
"L6B5-W31",NA,"Dorcas Baston","1676 - 1752",NA,76,"USA",8,9
"L2YW-H7C",NA,"James Allen","1671 - 1734",NA,64,"USA",10,5
"LYBS-GZY",NA,"Dorothy Barsham","1674 - 1761",NA,87,"USA",10,4
"L6QQ-R5B",NA,"John Webber","1683 - 1740",NA,57,"USA",11,12
"LDQV-BFV",NA,"Magdalene Hilton","1671 - 1725",NA,53,"USA",12,0
"LZG8-341",NA,"Elias Parcher","1675 - 1725",NA,50,"USA",6,0
"LZG8-3CX",NA,"Grace Allard","1683 - 1747",NA,64,"USA",6,3
"LV12-SYM",NA,"James Finlayson","1653 - 1687",NA,34,"UK:Great Britain",3,0
"LKN9-H4D",NA,"Margaret Wallace","Unknown - Unknown",NA,NA,NA,3,9
"LHTM-W9G",NA,"Henry Bennett","1664 - Unknown",NA,75,NA,5,7
"9MC5-XJB",NA,"Margaret","1668 - 1703",NA,36,"USA",4,0
"LHYH-P65",NA,"Richard Carter III","1673 - 1713",NA,40,"USA",4,3
"LH38-X9B",NA,"Elizabeth","1674 - 1713",NA,40,"USA",4,0
"KZ4G-TZG",NA,"Edward Peavey","1665 - 1720",NA,55,"USA",13,1
"LTCX-J3D",NA,"Rachel Adams","1662 - 1731",NA,69,"USA",13,0
"LZL3-28X",NA,"Robert Moulton Sr.","1661 - 1732",NA,70,"USA",4,7
"K2Y1-YHS",NA,"Lucy Smith","1667 - 1737",NA,69,"USA",4,5
"K244-VCB",NA,"Benjamin Lamprey","1661 - 1752",NA,90,"USA",12,7
"LLCM-V5L",NA,"Jane Batchelder","1669 - 1735",NA,66,"USA",12,8
"LZCT-RFR",NA,"Charles Pine","Unknown - Unknown",NA,81,NA,5,7
"LZG4-W67",NA,"Grace Balster","1677 - Unknown",NA,91,"UK:Great Britain",5,0
"KHG4-B2G",NA,"John Morrison","1650 - 1736",NA,85,"UK:Great Britain",10,4
"KP7K-SQ6",NA,"Mary Granville","1650 - 1669",NA,19,"UK:Scotland:Isle of Lewis",1,0
"LVP9-HZX",NA,"John Griffin","1645 - 1688",NA,43,"USA",10,4
"LDJL-DSG",NA,"Lydia Shatswell","1645 - 1729",NA,85,"USA",10,3
"LR24-1R6",NA,"Francis Littlefield","1635 - 1674",NA,38,NA,9,10
"LR24-119",NA,"Meribah Wardell","1637 - 1679",NA,42,"USA",9,7
"LH77-1T1",NA,"Roger Hill","1635 - 1693",NA,58,"USA",9,1
"MRFR-PJW",NA,"Mary Cross","1640 - 1696",NA,55,"USA",9,4
"LDTX-F6G",NA,"Duncan Stewart","1625 - 1717",NA,92,NA,12,0
"LZJP-T5K",NA,"Anne Winchurst","1632 - 1729",NA,97,"UK:Great Britain",12,0
"M9YQ-FY6",NA,"Thomas Baston","1648 - 1713",NA,65,"USA",11,0
"LKN9-TH4",NA,"Hannah Cloyes","1652 - 1730",NA,78,"USA",12,7
"LYB8-8WW",NA,"Walter Allen","1646 - 1728",NA,82,"UK:Great Britain",7,6
"MKZZ-DJN",NA,"Elizabeth Middleton","1649 - 1695",NA,46,"USA",6,0
"LDZN-KJN",NA,"John Barsham","1635 - 1698",NA,63,"USA",5,9
"LRQS-TPB",NA,"Mehitable Dalton","1640 - 1678",NA,38,"USA",5,2
"LWX5-LLN",NA,"Samuel Webber","1656 - 1716",NA,60,"USA",13,5
"L2J4-VN4",NA,"Deborah Littlefield","1663 - 1740",NA,77,"USA",13,10
"LZF3-XZR",NA,"Mainwaring Hilton","1646 - 1671",NA,25,"USA",1,3
"97FH-CGG",NA,"Mary Moulton","1651 - 1725",NA,74,"USA",8,6
"GMHV-K3W",NA,"Elias Parcher","1650 - 1700",NA,50,"USA",1,0
"MKCV-YF1",NA,"Mary Brown","1656 - Unknown",NA,NA,"USA",1,2
"LCY4-H51",NA,"James Allard Sr","1649 - 1722",NA,73,"USA",4,5
"L5NW-P4F",NA,"Honor Wallis","1662 - 1722",NA,60,"USA",4,8
"GQKS-ZQN",NA,"james Finlayson","1631 - Unknown",NA,NA,"UK:Great Britain",1,0
"GG26-MNK",NA,"Walker Archibald","1620 - Unknown",NA,NA,"UK:Great Britain",10,0
"MVSH-1H7",NA,"Isobel Craig","1626 - 1680",NA,54,"UK:Great Britain",11,0
"LK89-7CM",NA,"John Bennett","1624 - 1668",NA,44,"UK:Great Britain",9,4
"GZD2-3L7",NA,"Mary Crawley","1628 - 1667",NA,39,"UK:Great Britain",8,2
"278V-D5D",NA,"Richard Cater II","1640 - 1702",NA,62,"UK:Great Britain",4,7
"KNS6-8YW",NA,"Mary Richard","1651 - Unknown",NA,50,"USA",4,0
"LTFH-N5K",NA,"Thomas Peavey Jr","1645 - 1720",NA,75,"USA",2,8
"GVCH-8FT",NA,"Martha Eaton","1650 - 1719",NA,69,"USA",2,1
"LY1X-KMN",NA,"Samuel Adams","1647 - 1647",NA,0,"USA",1,1
"LY1X-DN8",NA,"Jane Anderson","1648 - 1714",NA,66,"USA",1,0
"LB5C-CBK",NA,"William Moulton I","1617 - 1664",NA,47,"UK:Great Britain",8,1
"98KF-K7W",NA,"Margaret Page","1629 - 1699",NA,70,"UK:Great Britain",9,8
"MFY6-X1V",NA,"Richard Smith","1645 - 1712",NA,67,"USA",8,0
"LH1P-P48",NA,"Sarah Chandler","1644 - 1682",NA,38,"UK:Great Britain",6,0
"KVV9-MND",NA,"Henry Lamprey","1615 - 1700",NA,85,"UK:Great Britain",8,0
"LHDW-Z13",NA,"Gillyen Julien Ann Morris","1616 - 1670",NA,54,"UK:Great Britain",8,0
"LT9K-4M5","Q98699621","Nathaniel Batchelder","1630 - 1710",NA,80,"UK:Great Britain",17,5
"LT71-BBB",NA,"Deborah Smith","1640 - 1675",NA,35,"USA",9,6
"MVLJ-KYX",NA,"Henry Pyne","Unknown - Unknown",NA,NA,NA,8,1
"LH6L-3CG",NA,"Elizabeth","Unknown - Unknown",NA,NA,NA,8,0
"LZCT-RN4",NA,"Richard Balster","1640 - 1714",NA,74,"UK:Great Britain",1,0
"MTMV-LGC",NA,"Joan Pittfield","1634 - Unknown",NA,NA,"UK:Great Britain",1,4
"GX7M-P5C",NA,"James H Morrison","1628 - 1717",NA,88,"UK:Great Britain",7,6
"GCRR-39Y",NA,"Sarah Jane Evans","1628 - 1736",NA,108,"UK:Great Britain",5,0
"LVP9-TDH",NA,"Humphrey Griffin","1605 - 1662",NA,57,"UK:Great Britain",5,1
"KNZF-7ZP",NA,"Elizabeth","1617 - 1683",NA,66,"UK:Great Britain",5,4
"KFP8-VXB",NA,"Theophilus Shatswell","1609 - 1663",NA,54,"UK:Great Britain",4,9
"9CH3-3YK",NA,"Susanna Bosworth","1619 - 1672",NA,53,"UK:Great Britain",4,2
"LTQL-SY2",NA,"Edmund Littlefield","1592 - 1661",NA,69,NA,11,5
"LT65-PG5",NA,"Annis Austin","1596 - 1677",NA,81,NA,11,7
"LTL9-6VH",NA,"William Wardell","1607 - 1670",NA,63,"UK:Great Britain",9,9
"L517-J2S",NA,"Alice Pyce","1608 - 1657",NA,49,"UK:Great Britain",8,0
"LCB4-7MY",NA,"Peter FitzRobert Hill","1604 - 1667",NA,63,"UK:Great Britain",3,1
"LJLW-DVT",NA,"Mary Hill","1608 - 1635",NA,27,"UK:Great Britain",2,0
"L2RY-RMS",NA,"John Cross","1610 - 1676",NA,66,"UK:Great Britain",8,9
"MFLL-CQP",NA,"Joan Francis Backler","Unknown - 1662",NA,45,"UK:Great Britain",5,10
"2CNY-4TZ",NA,"John Cloyes","1604 - 1676",NA,72,"UK:Great Britain",11,0
"GDYP-K8G",NA,"Abigail Mournings","1608 - 1656",NA,48,"UK:Great Britain",8,0
"L63C-KFW",NA,"Walter Allen","1601 - 1681",NA,80,"UK:Great Britain",7,0
"L5RT-5TP",NA,"Rebecca Ward","1605 - 1678",NA,73,"UK:Great Britain",7,12
"LTX1-CZJ",NA,"William Barsham","1588 - 1684",NA,95,"UK:Great Britain",10,4
"M5SX-ZVF",NA,"Annabella Smith alias Bland","1613 - Unknown",NA,70,"UK:Great Britain",10,5
"LZNS-L5L",NA,"Philemon Dalton","1590 - 1662",NA,72,"UK:Great Britain",3,4
"MKPS-LJ3",NA,"Anne Cole","1602 - Unknown",NA,54,"UK:Great Britain",3,6
"LZK4-BRS",NA,"Thomas Webber","1629 - 1687",NA,58,"UK:Great Britain",6,7
"LVGD-JJP",NA,"Mary Parker","1635 - 1715",NA,79,"UK:Great Britain",6,4
"LZRJ-2PV",NA,"John Littlefield","1624 - 1697",NA,72,NA,11,10
"LDBK-GW7",NA,"Patience Wakefield","1628 - 1701",NA,73,"UK:Great Britain",11,0
"LH76-9Q9",NA,"William Hilton","1585 - 1655",NA,70,"UK:Great Britain",8,4
"L626-CWF",NA,"Frances White","1618 - 1688",NA,70,"USA",4,0
"LY9V-M9Q",NA,"Thomas Moulton","Unknown - 1699",NA,95,NA,7,9
"GLHH-P7Z",NA,"Martha","1610 - Unknown",NA,NA,"UK:Great Britain",7,0
"KL13-5W8",NA,"Edmund Browne","1600 - 1665",NA,65,"UK:Great Britain",3,0
"KL13-5ZM",NA,"Elisabeth Oakley","1635 - 1672",NA,37,"USA",3,2
"GMHV-VNV",NA,"Hugh Allard","1623 - 1674",NA,51,"USA",6,0
"LZNL-4RQ",NA,"Grace Freyer","1627 - 1674",NA,47,"USA",16,0
"K2DX-514",NA,"George Wallis","1619 - 1685",NA,66,"UK:Great Britain",9,0
"G8VN-TVM",NA,"Eleanor Ann Wallis","1625 - 1686",NA,61,"USA",9,0
"LY1D-VRZ",NA,"Thomas Cross","1580 - 1640",NA,60,"UK:Great Britain",10,2
"MMNS-22Z",NA,"Rachel Anna Dising","1584 - 1622",NA,38,"UK:Great Britain",11,2
"G22C-LGM",NA,"john h finlawsoune","1575 - 1634",NA,59,"UK:Great Britain",1,0
"GZYN-WZG",NA,"Thomas Craig","1600 - Unknown",NA,NA,"UK:Great Britain",1,0
"K8VF-RY4",NA,"Euphame Broun","1606 - Unknown",NA,NA,"UK:Great Britain",6,1
"L8QB-1ZB",NA,"Thomas Bennett","Unknown - 1668",NA,NA,"UK:Great Britain",5,8
"LBYM-QQ3",NA,"Agnes Beard","1608 - 1660",NA,51,"UK:Great Britain",5,0
"GLD3-QL7",NA,"Izaac Crawley","1600 - Unknown",NA,NA,"UK:Great Britain",4,0
"G2YX-CB2",NA,"Elizabeth Sawyer","1600 - 1658",NA,58,"USA",4,0
"G2XZ-WCP",NA,"Richard Carter","1621 - 1677",NA,56,"UK:Great Britain",8,4
"M9F4-LX6",NA,"Agnes Ann Richards","1623 - 1670",NA,47,"UK:Great Britain",8,5
"LQLC-HMZ",NA,"Rev Thomas Peavey Sr","1624 - 1670",NA,46,"UK:Great Britain",9,1
"LZCT-R9Z",NA,"Jane Walford","1624 - 1686",NA,62,"USA",11,8
"LLWC-BK7",NA,"Ensign Thomas Eaton","Unknown - 1708",NA,82,"UK:Great Britain",14,10
"L51Z-JMV",NA,"Martha Kent","1637 - 1657",NA,19,"USA",2,6
"K4YB-SYT",NA,"Samuel Henry Adams","1617 - 1688",NA,71,"UK:Great Britain",13,8
"LR31-TTD",NA,"Mary Rose Eglesfield","1616 - 1659",NA,43,"UK:Great Britain",2,0
"GGLX-2FM",NA,"John Henry Anderson","Unknown - Unknown",NA,NA,NA,1,0
"G33M-6GH",NA,"Benjamin Moulton","1592 - Unknown",NA,31,"UK:Great Britain",2,8
"GW95-3D9",NA,"Mary","1595 - Unknown",NA,60,"UK:Great Britain",4,0
"LZN8-N72",NA,"Robert Page","1604 - 1679",NA,75,"UK:Great Britain",9,11
"94QW-5B5",NA,"Lucia Warde","1604 - 1665",NA,61,"UK:Great Britain",9,6
"9J7N-FKD",NA,"Richard Smith","1623 - 1714",NA,91,"UK:Great Britain",1,0
"9J7N-FK6",NA,"Elizabeth Vials","1613 - Unknown",NA,NA,"USA",1,5
"GF4G-1BN",NA,"Chandler","Unknown - Unknown",NA,NA,NA,1,0
"LZ37-M15",NA,"Mary Sleeper","1612 - 1659",NA,47,"USA",1,0
"M88W-9JL",NA,"Henry Lamprey","1590 - Unknown",NA,NA,"UK:Great Britain",1,0
"4FJK-1TM",NA,"Mrs. Henry Lamprey","1594 - Unknown",NA,NA,"UK:Great Britain",1,0
"GCQ8-BYZ",NA,"Morris","1590 - Unknown",NA,NA,NA,1,0
"LZLW-W6K",NA,"Nathaniel Batchiler","1589 - 1645",NA,56,"UK:Great Britain",6,5
"KN76-5R4",NA,"Hester Mercier","Unknown - 1633",NA,31,"UK:Great Britain",6,15
"9VPW-JH5",NA,"John Smith","1611 - 1673",NA,62,"UK:Great Britain",7,0
"KNVR-S1Y",NA,"Deborah Parkhurst","1619 - 1686",NA,67,"UK:Great Britain",9,8
"LH6L-TS6",NA,"Richard Pyne","Unknown - Unknown",NA,NA,NA,2,3
"LH6L-TSF",NA,"Elizabeth Hobbs","1628 - Unknown",NA,NA,"UK:Great Britain",2,7
"LZPW-57V",NA,"John Pitfield","1609 - 1696",NA,87,"UK:Great Britain",5,5
"M6FB-HX4",NA,"Agnes Payne","1614 - Unknown",NA,NA,"UK:Great Britain",5,0
"LCR3-9Y4",NA,"Robert Morrison","1596 - 1632",NA,36,"UK:Great Britain",7,4
"GXT3-6Q8",NA,"Janet Sharpe","1598 - 1680",NA,81,"UK:Great Britain",7,3
"GZW3-BVC",NA,"Hiram Evans","1588 - Unknown",NA,NA,"UK:Great Britain",1,0
"LDSY-V6T",NA,"Sarah Jane Robinson","1590 - 1630",NA,40,"UK:Great Britain",1,0
"GS9B-Q2G",NA,"Hugh Griffin","1582 - Unknown",NA,NA,"UK:Great Britain",3,3
"LZ1R-6YZ",NA,"Karen Wall","1586 - 1624",NA,39,"UK:Great Britain",2,0
"9ZHY-H1V",NA,"Henry Andrews","1630 - 1676",NA,46,"USA",14,4
"KCV3-R4Z",NA,"Elizabeth of Ipswich","1595 - 1671",NA,76,"UK:Great Britain",5,0
"LT2T-C3F",NA,"Sir John Shatswell","1574 - 1642",NA,68,"UK:Great Britain",16,3
"LV4G-1FH",NA,"Judith Dillingham","1578 - 1673",NA,95,"UK:Great Britain",10,7
"GVMH-2NV",NA,"Hanniel Bosworth","1590 - 1683",NA,93,"UK:Great Britain",3,0
"M5P6-9L9",NA,"Abigail Scott","1591 - Unknown",NA,NA,"UK:Great Britain",3,0
"LZTM-VX5",NA,"Francis Littlefield","1565 - 1618",NA,53,NA,12,4
"93VV-JRR",NA,"Mary Hill","1570 - 1605",NA,35,"UK:Great Britain",6,0
"KCVW-7SJ",NA,"Richard Austin I","1547 - 1623",NA,75,"UK:Great Britain",8,3
"LBG3-NPB",NA,"Anne","1558 - 1623",NA,65,"UK:Great Britain",8,0
"LHWC-8MF",NA,"John Wardwell","1562 - 1642",NA,80,"UK:Great Britain",10,8
"LDYJ-S3M",NA,"Margareta Marshall","1572 - 1642",NA,70,"UK:Great Britain",10,0
"GDMN-3FM",NA,"Jerome Pyce Pease","1584 - 1682",NA,98,"UK:Great Britain",1,0
"9WYB-C2B",NA,"Alice Glover Stephens","1588 - 1644",NA,56,"UK:Great Britain",1,14
"MDK1-PLV",NA,"Peter Hill","1580 - Unknown",NA,NA,"UK:Great Britain",2,0
"MDK1-PGS",NA,"Mrs. Anne Hill","1577 - Unknown",NA,NA,"UK:Great Britain",2,0
"GN4V-Z94",NA,"Johis Bodye","1585 - 1635",NA,50,"UK:Great Britain",1,0
"GN4J-F8K",NA,"Joan Cross","1598 - 1643",NA,111,"Ireland",1,0
"LRHC-BCC",NA,"Richard Backler","1584 - 1639",NA,55,"UK:Great Britain",11,0
"MF1P-6M8",NA,"Anna 'Hanna' Sherman","1589 - 1663",NA,74,"UK:Great Britain",11,7
"GGQM-THC",NA,"Peter Cloyes","1567 - 1604",NA,37,"UK:Great Britain",1,0
"GLLF-4CD",NA,"Elizabeth Grace Peekes","1571 - 1604",NA,33,"UK:Great Britain",1,0
"GX32-H5L",NA,"Peter Mournings","1580 - 1640",NA,60,"UK:Great Britain",1,0
"GX32-Q8Y",NA,"Abigail Brock","1580 - 1636",NA,55,"UK:Great Britain",1,2
"GGCQ-471",NA,"Samuel George Allen","1567 - 1675",NA,107,"UK:Great Britain",1,0
"L8SK-YBX",NA,"Ann Edwards","1567 - 1649",NA,82,"UK:Great Britain",6,0
"9M6P-M83",NA,"Johannes Edward Ward","1560 - 1603",NA,43,"UK:Great Britain",18,7
"GSTN-2XH",NA,"Judith Lukyn","1570 - 1626",NA,56,"UK:Great Britain",17,10
"L18W-YV2",NA,"William Barsham","1558 - Unknown",NA,36,"UK:Great Britain",5,17
"MBD2-N12",NA,"Anne Yelverton","1560 - 1593",NA,33,"UK:Great Britain",5,9
"LZJT-7GL",NA,"John Bland","1572 - 1668",NA,95,"UK:Great Britain",22,11
"LZN8-96C",NA,"Isabella Drake","1579 - 1639",NA,60,"UK:Great Britain",10,10
"L87B-NY6",NA,"George English Dalton","1535 - 1614",NA,79,"UK:Great Britain",7,0
"GF1T-CHG",NA,"Margaret","1553 - Unknown",NA,NA,"UK:Great Britain",5,0
"KZGS-GZW",NA,"Richard Cole","1570 - Unknown",NA,NA,"UK:Great Britain",7,0
"KZ3D-V4B",NA,"Anne Stonard","1574 - Unknown",NA,NA,"UK:Great Britain",7,0
"L89L-8SV",NA,"Thomas Webber","1604 - 1644",NA,40,"UK:Great Britain",8,1
"G4QZ-BFT",NA,"Phillipa Jonson","1610 - 1650",NA,40,"UK:Great Britain",8,0
"LQRQ-DW8",NA,"John Parker Jr.","Unknown - 1661",NA,60,"UK:Great Britain",6,3
"LH5H-RBV",NA,"Mary Crocombe","1599 - 1671",NA,72,"UK:Great Britain",6,3
"9XMJ-4GS",NA,"William Hilton II","1550 - 1605",NA,55,"UK:Great Britain",5,2
"K8SV-613",NA,"unknown","1562 - 1606",NA,44,"UK:Great Britain",7,0
"MH1H-V74",NA,"Robert Moulton","1565 - 1633",NA,68,"UK:Great Britain",10,4
"K24K-RM7",NA,"Mary Smythe","1578 - Unknown",NA,58,"UK:Great Britain",10,1
"MK48-9LJ",NA,"Miles Oakley","1612 - Unknown",NA,NA,"UK:Great Britain",3,3
"L58S-NJD",NA,"Mary Browne","1607 - 1682",NA,75,"UK:Great Britain",3,5
"KLDZ-C3Z",NA,"Henry Allard","Unknown - Unknown",NA,NA,NA,1,6
"G3TJ-SD8",NA,"Anne Allard","Unknown - 1644",NA,41,"UK:Great Britain",1,0
"LVSG-CXM",NA,"Ralph Wallen","1590 - 1633",NA,43,"UK:Great Britain",1,1
"GK4Q-KBJ",NA,"Mrs. Ralph Wallis","1600 - Unknown",NA,NA,"UK:Great Britain",1,0
"GN4Y-VYS",NA,"Thomas Wallis","1600 - 1671",NA,71,"UK:Great Britain",1,0
"GN4Y-5T3",NA,"Margaret Hallibrowne","1600 - Unknown",NA,NA,"UK:Great Britain",1,0
"LRHP-ZFL",NA,"Edmund Sherman","1548 - 1600",NA,52,"UK:Great Britain",15,6
"LY16-7SQ",NA,"Sir Thomas Cross","1548 - 1647",NA,99,"UK:Great Britain",3,0
"GNQ5-S54",NA,"Agnes Napper","1554 - 1635",NA,81,"UK:Great Britain",4,6
"LBHB-Z1S",NA,"Thomas Jacob Dising","1561 - 1600",NA,39,"UK:Great Britain",3,0
"GDSX-X5X",NA,"Elizabeth Lovell","1562 - 1621",NA,59,"UK:Great Britain",3,1
"K8SN-CKZ",NA,"Robert Broun","1585 - Unknown",NA,NA,"UK:Great Britain",2,0
"9X16-L9F",NA,"Katherine Douglas","1590 - Unknown",NA,NA,"UK:Great Britain",2,0
"LVKQ-C68",NA,"Thomas Bennett","1570 - 1616",NA,46,"UK:Great Britain",9,12
"GVBD-SC7",NA,"Not Anstice is proven","Unknown - Unknown",NA,NA,NA,9,0
"GVS4-HN4",NA,"William Beard","1590 - Unknown",NA,NA,"UK:Great Britain",1,0
"LB9D-CM3",NA,"Thomas Carter","Unknown - 1625",NA,24,"UK:Great Britain",5,0
"GKF6-2SJ",NA,"Joane Smith","1600 - 1625",NA,25,"UK:Great Britain",5,0
"GZFW-DJ7",NA,"Gilbert Richards","1576 - 1628",NA,52,"UK:Great Britain",6,2
"LKK9-S9N",NA,"Barbara Walter","1598 - Unknown",NA,NA,"UK:Great Britain",6,0
"KLB6-CQJ",NA,"John Peverel Peverly Sr","1599 - 1631",NA,32,"UK:Great Britain",2,0
"MFYV-PQ8",NA,"Edith Wisedom","1602 - Unknown",NA,NA,"Norway",2,0
"LCF8-WD2",NA,"Thomas Walford","1599 - 1666",NA,67,"UK:Great Britain",9,2
"LZ4K-4NZ",NA,"Jane Guy","1598 - Unknown",NA,83,"UK:Great Britain",13,1
"KN76-52W",NA,"John Eaton","Unknown - 1668",NA,77,"UK:Great Britain",11,10
"LRSN-V12",NA,"Ann","1595 - 1660",NA,65,"UK:Great Britain",11,0
"LZT6-KKX",NA,"Stephen Kent","1605 - 1679",NA,74,"UK:Great Britain",7,7
"LCRV-LGT",NA,"Margery Ann Norris","1613 - 1660",NA,47,"UK:Great Britain",7,1
"LYNX-9NC","Q5717096","Henry Adams","1583 - 1646","https://en.wikipedia.org/wiki/Henry_Adams_(farmer)",63,"UK:Great Britain",9,11
"LRB5-276",NA,"Edith Squire","Unknown - 1672",NA,84,"UK:Great Britain",9,5
"KZFS-7Y9",NA,"Emanuel Eglesfield","1592 - Unknown",NA,NA,"USA",1,0
"LC5Z-2KG",NA,"Susan Gray","1592 - 1650",NA,58,NA,1,0
"L8HV-1YF",NA,"John Moulton","1563 - 1637",NA,74,"UK:Great Britain",9,0
"966V-5WC",NA,"Anne Taylor","1560 - 1637",NA,77,"UK:Great Britain",9,4
"LRGQ-BYP",NA,"Robert Page II","1577 - 1617",NA,40,"UK:Great Britain",13,3
"LBH4-RD9",NA,"Margaret Goodwin","Unknown - Unknown",NA,66,NA,12,8
"MS9K-MBP",NA,"Francis Warde","1579 - 1647",NA,67,"UK:Great Britain",7,9
"KN3K-HWP",NA,"Susanah Browne","1579 - Unknown",NA,41,"UK:Great Britain",7,1
"994W-JSF",NA,"Willemus Richard Smith","1593 - 1666",NA,73,"UK:Great Britain",2,0
"GG49-YZ4",NA,"Anne Morgan","1597 - 1656",NA,59,"UK:Great Britain",1,0
"LXQ2-9SZ",NA,"Edward Vialls","1600 - Unknown",NA,40,"UK:Great Britain",6,1
"M3JV-T89",NA,"Margaret Cooper","1600 - Unknown",NA,NA,"UK:Great Britain",6,0
"9CXG-H68","Q7608632","Stephen Bachiler","1561 - Unknown","https://en.wikipedia.org/wiki/Stephen_Bachiler",95,"UK:Great Britain",7,0
"LY1R-3YV",NA,"Ann","1565 - Unknown",NA,59,"UK:Great Britain",6,0
"L4HW-DB2",NA,"Jean Le Mercier","1555 - 1626",NA,70,"France",16,1
"L4BD-WDY",NA,"Jane Le Clere","1558 - 1620",NA,62,"France",16,3
"LK72-Z1M",NA,"George Parkhurst Sr","1589 - Unknown",NA,86,"UK:Great Britain",14,6
"LVL7-7VN",NA,"Phebe Leete","1585 - Unknown",NA,55,"UK:Great Britain",9,6
"LCTT-41X",NA,"John Pyne","Unknown - Unknown",NA,64,NA,6,1
"LZG4-42M",NA,"Anstice Rich","1595 - 1625",NA,30,NA,4,0
"LH62-WDL",NA,"Jefferye Hobbes","Unknown - Unknown",NA,NA,NA,8,0
"LHJC-ZSZ",NA,"Katherine","Unknown - Unknown",NA,NA,NA,8,0
"LCVV-HZS",NA,"John Pitfield","1569 - 1629",NA,60,"UK:Great Britain",6,0
"LCVV-HCX",NA,"Anne Zouche","1572 - Unknown",NA,NA,"UK:Great Britain",6,2
"G9JH-HZK",NA,"Thomas Payne","Unknown - Unknown",NA,NA,NA,1,0
"LKPK-NYY",NA,"Sir George Morrison Jr","1573 - 1620",NA,47,"UK:Great Britain",5,0
"GJCQ-YC3",NA,"Margaret Stewart","1575 - 1650",NA,75,"UK:Great Britain",5,9
