"fid","QID","name","lifespan","article","age_at_death","birth_country","children","siblings"
"LC5G-MT1",NA,"Edward Wilson","1565 - 1630",NA,64,"UK:Great Britain",11,3
"LC5G-999",NA,"Alice Wilcock","1573 - 1621",NA,48,"UK:Great Britain",11,6
"L1JK-8GY",NA,"Richard de Parham","1560 - 1626",NA,66,"UK:Great Britain",2,0
"GLJD-5VB",NA,"Katherine Brewer","1580 - Unknown",NA,NA,"UK:Great Britain",2,0
"KHW1-HXK",NA,"Richardus Holmes","1579 - Unknown",NA,47,"UK:Great Britain",4,0
"KC29-BP2",NA,"Margreta Haynes","1583 - Unknown",NA,33,"UK:Great Britain",2,2
"LTFS-4PV",NA,"John Tucker","1545 - 1602",NA,57,"UK:Great Britain",4,1
"LTXN-NXS",NA,"Alice Pelham","Unknown - 1602",NA,31,NA,4,3
"GKZH-DRC",NA,"Ralph Thompson","1560 - 1634",NA,88,"UK:Great Britain",18,1
"GGM4-3MB",NA,"Elizabeth Harsnett","1570 - 1620",NA,50,"UK:Great Britain",18,0
"LY9K-M99",NA,"Isaac Allerton","1586 - 1659",NA,73,"UK:Great Britain",7,4
"M1GY-PHB",NA,"Mary Norris","1588 - 1621",NA,33,"UK:Great Britain",5,1
"2KR4-9Z7",NA,"Benjamin Fairfax","1592 - 1676",NA,84,"UK:Great Britain",11,5
"27VJ-LSP",NA,"Sarah Galliard","1592 - 1671",NA,79,NA,11,2
"LKKH-3VH",NA,"Sir James Coleman","1569 - 1633",NA,64,"UK:Great Britain",11,4
"L5YZ-ZL6",NA,"Mary Elizabeth Spencer","1571 - 1630",NA,59,"UK:Great Britain",11,1
"G3WF-S2G",NA,"Thomas G. Claiborne","1573 - 1639",NA,66,"UK:Great Britain",1,0
"GG5F-44Y",NA,"Sarah Elizabeth Fenne","1575 - 1668",NA,93,"UK:Great Britain",1,8
"LDRX-F7F",NA,"William P Grizzell","1575 - 1636",NA,61,"UK:Great Britain",1,0
"LDRX-FPR",NA,"Nancy Tribb","1570 - 1616",NA,46,"UK:Great Britain",1,0
"LVHG-S4X",NA,"Sir Thomas Rippon Ripley","1574 - 1634",NA,60,"UK:Great Britain",8,1
"LZBB-KN4",NA,"Lady Elizabeth Margaret Jackson","1578 - 1660",NA,82,"UK:Great Britain",8,4
"GN8R-NL4",NA,"Rev. John Talley","1600 - 1660",NA,60,"UK:Great Britain",1,0
"GN8R-D6D",NA,"Margaret Tilley","1602 - Unknown",NA,NA,"USA",1,0
"GN8R-SFC",NA,"Thomas Pope","1608 - 1683",NA,75,"UK:Great Britain",2,10
"9H4G-29V",NA,"William Blake","Unknown - 1663",NA,69,"UK:Great Britain",7,12
"9MQV-1Q1",NA,"Agnes Thorne","1593 - 1678",NA,85,"UK:Great Britain",7,11
"LVGR-8NV",NA,"John Pope","1608 - 1646",NA,38,"UK:Great Britain",3,10
"G8H1-B1R",NA,"Jane Clapp","1608 - 1655",NA,47,"UK:Great Britain",4,9
"L52Z-CKW",NA,"Arthur Allen","1602 - 1669",NA,67,"UK:Great Britain",11,0
"LH86-8N7",NA,"Alice Tucker","1608 - 1686",NA,78,"UK:Great Britain",11,4
"L134-GX8",NA,"Thomas Page","1605 - 1676",NA,70,"UK:Great Britain",24,1
"LV6V-5W8",NA,"Elizabeth Agnes Allen","1607 - 1666",NA,59,"UK:Great Britain",15,0
"LQRB-NLM",NA,"William Ragsdale","1534 - 1615",NA,81,"UK:Great Britain",6,12
"277Q-6XN",NA,"Vanessa Travis","1545 - 1609",NA,64,"UK:Great Britain",6,0
"2MGP-YCH",NA,"Francis Heathcote","1549 - 1619",NA,70,"UK:Great Britain",2,1
"L2XM-6M8",NA,"Jane Renshawe","1559 - Unknown",NA,NA,"UK:Great Britain",2,0
"KHTM-9K9",NA,"Ebenezer William Cookney","1574 - 1620",NA,46,"UK:Great Britain",5,0
"M2CX-GXV",NA,"Annis Littlecoate","1584 - 1613",NA,29,"UK:Great Britain",3,0
"LKQR-5GG",NA,"Michael Thome Smithe","1565 - 1610",NA,45,"UK:Great Britain",2,4
"LKQR-5YV",NA,"Helen McKay","1566 - 1610",NA,44,"UK:Great Britain",2,0
"LTSN-XPD",NA,"John Ellingsen Lynn","1585 - 1635",NA,50,"UK:Great Britain",9,0
"G2PN-YTL",NA,"Margaretha Van Croy Van Nieuwpoort","1568 - 1614",NA,46,"Germany",3,2
"L6CZ-DBW",NA,"Gavin Blair","1576 - 1615",NA,39,"UK:Great Britain",6,13
"L6CZ-D57",NA,"Isabel Crawford","1585 - 1610",NA,25,"UK:Great Britain",3,15
"KHPF-NN8",NA,"John Thomson","1566 - Unknown",NA,NA,"UK:Great Britain",2,2
"LH6L-37V",NA,"Margaret Walker Thomson","1563 - Unknown",NA,NA,"UK:Great Britain",2,0
"K4T7-36N",NA,"Johne Meik","1580 - Unknown",NA,NA,"UK:Great Britain",7,0
"M6NG-DQF",NA,"Geills Stevinsone","1585 - Unknown",NA,NA,"UK:Great Britain",4,0
"GQRB-M2S",NA,"John Massey De Pontington","1496 - 1551",NA,55,"UK:Great Britain",9,9
"GST1-QGK",NA,"Catherine Venables","1500 - 1557",NA,57,"UK:Great Britain",9,3
"L83Q-9GY",NA,"Sir George Booth Esquire","1491 - 1531",NA,40,"UK:Great Britain",14,8
"GGMJ-CL9",NA,"... Elizabeth Butler (Boteler)","1497 - Unknown",NA,NA,"UK:Great Britain",1,0
"LZXD-HFD",NA,"Sir Richard Herbert of Ewyas","1442 - 1510",NA,68,"UK:Great Britain",20,1
"GKX9-TVM",NA,"Margaret Cradock","1478 - 1530",NA,52,NA,6,6
"9CZ5-25S",NA,"Sir Thomas Parr","1476 - 1517",NA,41,"UK:Great Britain",3,3
"9JFJ-WCF",NA,"Maud Green","1492 - 1531",NA,39,"UK:Great Britain",3,1
"9F99-91S",NA,"Thomas Stanley","1480 - 1556",NA,76,"UK:Great Britain",3,0
"9NSX-7PT",NA,"Margaret Fleming","1485 - Unknown",NA,NA,"UK:Great Britain",3,5
"LZL4-BV6",NA,"John Barrett","1455 - 1526",NA,71,"UK:Great Britain",8,0
"MHNR-V2Q",NA,"Philippa Harpsfield","1471 - Unknown",NA,55,"UK:Great Britain",7,0
"G7G5-3LY",NA,"John Williamson De Penlin , Sir","1500 - 1581",NA,81,"UK:Great Britain",6,0
"G2CM-VNT",NA,"Isabel Thirkeld","1480 - Unknown",NA,NA,NA,6,0
"G4ZD-86C",NA,"Sir William Byndlose","1500 - 1584",NA,84,"UK:Great Britain",2,0
"G4Z8-1DN",NA,"Eleanor Berners Palmer","1504 - 1589",NA,85,"UK:Great Britain",2,0
"LH2D-Q4P",NA,"James Lawson Esquire","1500 - 1546",NA,46,"UK:Great Britain",10,6
"LHJ6-ZJF",NA,"Lady Alison Bertram","1500 - 1547",NA,47,"UK:Great Britain",9,3
"9V1W-Q7S",NA,"Cuthbert Conyers Esq.","1505 - 1558",NA,53,"UK:Great Britain",9,0
"2781-RQS",NA,"Mary Layton","1522 - Unknown",NA,NA,"UK:Great Britain",9,0
"MD61-21D",NA,"Sir George Conyers","1510 - 1567",NA,57,"UK:Great Britain",11,1
"9VMF-CZR",NA,"Anne Dawney","1515 - 1557",NA,42,"UK:Great Britain",12,6
"M3QP-7FR",NA,"Sir George Bowes","1527 - 1580",NA,53,"UK:Great Britain",13,9
"GXH7-1MC",NA,"Dorothy Mallory","1523 - Unknown",NA,35,"UK:Great Britain",6,12
"GG86-L1G",NA,"William Gill","1530 - 1553",NA,23,NA,1,0
"LBBT-LQP",NA,"John Wheeler","1490 - 1546",NA,56,"UK:Great Britain",8,8
"LT5D-8DJ",NA,"Mary Cooke","1492 - 1562",NA,69,"UK:Great Britain",7,0
"MB35-47Q",NA,"William Russell","1500 - 1580",NA,80,"UK:Great Britain",7,0
"M19C-2RW",NA,"Alice Samford","1501 - 1609",NA,108,"UK:Great Britain",8,0
"K45L-XVC",NA,"John Rotherfield Hilles","1500 - 1558",NA,58,"UK:Great Britain",5,4
"41BF-W6T",NA,"Mrs. John Hilles","1500 - Unknown",NA,NA,"UK:Great Britain",5,0
"GZGF-DTP",NA,"John Puttypole","1485 - 1551",NA,66,"UK:Great Britain",1,0
"G86Q-MVX",NA,"Amy Person","Unknown - 1557",NA,NA,NA,1,0
"LV7Y-JZ6",NA,"Mrs. William Pickworth","1475 - Unknown",NA,NA,"UK:Great Britain",1,0
"LTXV-4CZ",NA,"Richard Coppin Jr. Sherriff Devon","1496 - 1555",NA,59,"UK:Great Britain",9,9
"LTCD-1ND",NA,"Wilmot Chudleigh","1506 - 1559",NA,53,"UK:Great Britain",9,11
"G4TL-QFP",NA,"William Cole","1493 - Unknown",NA,NA,"UK:Great Britain",3,0
"G8D1-R1V",NA,"Catherine De Gallegos","1497 - Unknown",NA,NA,"Spain",3,0
"LB5Y-4WL",NA,"Thomas Watson","1500 - 1578",NA,78,"UK:Great Britain",17,5
"L838-RS8",NA,"Lady Agnes of Bengeworth, Worcestershire Weeks","1505 - 1576",NA,71,"UK:Great Britain",18,1
"G6RY-7W1",NA,"Robert Wilson","1526 - 1568",NA,42,"UK:Great Britain",4,0
"941F-85K",NA,"Joane Ellis","1526 - 1581",NA,55,"UK:Great Britain",4,0
"GCNG-9T7",NA,"Thomas Wilcock","1545 - 1592",NA,47,"UK:Great Britain",7,2
"GH56-C34",NA,"Jennet Fox","1549 - 1598",NA,49,"UK:Great Britain",7,3
"L1J5-3YK",NA,"John Parham","1535 - Unknown",NA,NA,"UK:Great Britain",1,0
"MMPD-WNY",NA,"Margarett Egerton","Unknown - Unknown",NA,NA,NA,1,0
"LDRG-LMK",NA,"Rici Haynes","1560 - Unknown",NA,NA,"UK:Great Britain",6,0
"GZWX-8MC",NA,"Ellan Haynes","Unknown - 1626",NA,NA,NA,3,0
"G9DN-PVS",NA,"John William Tucker","1520 - 1547",NA,27,"UK:Great Britain",2,5
"GV41-D3W",NA,"Jane Haimor","1520 - 1588",NA,68,"UK:Great Britain",14,0
"G3JC-3BN",NA,"Sir John Pelham","1537 - 1580",NA,43,"UK:Great Britain",4,7
"LVP8-M5W",NA,"Lady Judith Saint John","1545 - 1607",NA,62,"UK:Great Britain",4,21
"GN63-T1P",NA,"Maurice Thompson","1530 - 1560",NA,30,"UK:Great Britain",3,1
"KZM6-ZVH",NA,"Katherine Harvey","1535 - 1560",NA,25,"UK:Great Britain",3,0
"LQRV-TBQ",NA,"John Harsnett","1535 - 1565",NA,37,"UK:Great Britain",2,1
"GGD6-6M1",NA,"Elizabeth","1545 - Unknown",NA,NA,"UK:Great Britain",1,0
"GQ94-793",NA,"Bartholomew Allerton","1555 - 1601",NA,48,"UK:Great Britain",5,0
"G987-VRN",NA,"Mary","1555 - 1603",NA,48,"UK:Great Britain",5,0
"GKBT-1KL",NA,"Edward Norris","1552 - 1603",NA,51,"UK:Great Britain",2,0
"LZ2J-FCZ",NA,"Elinor Pilaster","1553 - 1621",NA,68,"UK:Great Britain",2,0
"KJ5X-4TC",NA,"John Fairfax","1547 - 1614",NA,67,"UK:Great Britain",6,4
"L63J-L4C",NA,"Maria Birch","1556 - 1615",NA,59,"UK:Great Britain",6,11
"L8WJ-RZB",NA,"Roger Galliard","1560 - Unknown",NA,NA,"UK:Great Britain",3,0
"L8WJ-RW6",NA,"Joane Edrych","Unknown - Unknown",NA,NA,NA,3,0
"GGKS-3ZV",NA,"Sir Edward Coleman","Unknown - Unknown",NA,NA,NA,5,0
"GGK9-RLK",NA,"Lady Ann","Unknown - Unknown",NA,NA,NA,5,0
"LBP2-SZX",NA,"Nicholas Spencer","1546 - 1589",NA,43,"UK:Great Britain",2,7
"LZFZ-H63",NA,"Frances Mathon","1550 - 1600",NA,50,"UK:Great Britain",2,0
"GL6K-YWM",NA,"Nathaniel Claiborne","1554 - 1590",NA,36,"UK:Great Britain",1,0
"GL62-XBG",NA,"Grace Bellingham","1551 - 1594",NA,43,"UK:Great Britain",1,0
"G2FQ-LCC",NA,"John Fenne","1554 - 1596",NA,42,NA,9,0
"GQSY-PJR",NA,"Joane Elizabeth Collett","1545 - 1604",NA,59,"UK:Great Britain",9,9
"GL9X-WNJ",NA,"John Grisell","1550 - 1604",NA,54,"UK:Great Britain",2,0
"G66G-5YC",NA,"Esther","1550 - 1604",NA,54,"UK:Great Britain",1,0
"G2RG-9WG",NA,"William Tribb","1545 - Unknown",NA,NA,"UK:Great Britain",1,0
"G2RG-ZSF",NA,"Elizabeth Tribb","1550 - Unknown",NA,NA,"UK:Great Britain",1,0
"L1WP-HLD",NA,"Thomas Henry Rippon Ripley","1551 - 1635",NA,84,"UK:Great Britain",8,2
"93J3-X2T",NA,"Elizabeth Overman","1549 - 1583",NA,34,"UK:Great Britain",2,0
"MFKT-92R",NA,"William Jackson","1545 - Unknown",NA,NA,"UK:Great Britain",5,6
"4X7J-PX5",NA,"Elizabeth Wytham","1547 - Unknown",NA,NA,"UK:Great Britain",5,0
"LB8V-NZS",NA,"John Blake Pope II","1580 - 1649",NA,68,"UK:Great Britain",11,1
"L1FK-1WJ",NA,"Bridget Marcy “Mary” Halsnoth","1580 - 1674",NA,94,"UK:Great Britain",11,9
"L4SY-7NY",NA,"William Blake","1562 - 1642",NA,80,"UK:Great Britain",13,3
"LRL6-KYS",NA,"Anne","1564 - Unknown",NA,80,"UK:Great Britain",13,0
"LHTM-V4Q",NA,"Hugh Thorne","1554 - 1616",NA,62,"UK:Great Britain",12,0
"LHTM-J1X",NA,"Ede West","1552 - Unknown",NA,NA,"UK:Great Britain",12,0
"KD32-LD8",NA,"Nicholas Clapp","1575 - 1631",NA,56,"UK:Great Britain",10,15
"M6JV-FLW",NA,"Elizabeth Yonge","1579 - 1631",NA,52,"UK:Great Britain",10,0
